ID,Zotero_Key,Author_Year,Title,AI_Literacies,Generative_KI,Prompting,KI_Sonstige,Soziale_Arbeit,Bias_Ungleichheit,Gender,Diversitaet,Feministisch,Fairness,Decision,Exclusion_Reason,Studientyp,LLM_Confidence,LLM_Reasoning
75,GZ9B3GPD,Waag (2023),Rationalisierung durch Digitalisierung?,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Theoretisch,0.85,"Das Paper behandelt Digitalisierung in der Sozialen Arbeit aus arbeits- und interaktionssoziologischer Perspektive (Luhmann). Es fehlt jedoch jeglicher konkreter KI- oder ML-Bezug: Keine algorithmischen Systeme, keine KI-Technologien, kein Machine Learning. Die Digitalisierungsdiskussion bleibt auf allgemeiner Rationalisierungslogik ohne spezifischen KI-Fokus. TECHNIK_OK nicht erfüllt → Exclude."
76,MA3LBJS6,Linnemann et al. (2023),Bedeutung von Künstlicher Intelligenz in der Sozialen Arbeit: Eine exemplarische arbeitsfeldübergreifende Betrachtung des Natural Language Processing (NLP),Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.92,"Das Paper untersucht substantiell NLP-Technologien (KI_Sonstige) im Kontext Sozialer Arbeit (Soziale_Arbeit), mit direktem Bezug zu sozialarbeiterischer Praxis und Theorie (Staub-Bernasconi). Es analysiert Chancen und Risiken der NLP-Implementierung für soziale Arbeit, einschließlich Fragen zur Dehumanisierung und Verdrängung genuiner Sozialarbeitsfunktionen. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt."
77,2FUXNFZS,[Author not specified] (2024),"RETHINKING SOCIAL SERVICES WITH ARTIFICIAL INTELLIGENCE: OPPORTUNITIES, RISKS, AND FUTURE PERSPECTIVES",Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.92,"Das Paper behandelt substantiell den Einsatz von KI (Predictive Modeling, algorithmische Systeme) in der Sozialen Arbeit und thematisiert algorithmischen Bias sowie Fairness/soziale Gerechtigkeit. Es adressiert außerdem AI Literacy für Sozialarbeiter:innen im Kontext ethischer KI-Nutzung. Alle Bedingungen für Include sind erfüllt: TECHNIK (KI_Sonstige, AI_Literacies) und SOZIAL (Soziale_Arbeit, Bias_Ungleichheit, Fairness)."
78,HSQW48VE,[Author not specified] (2025),Artificial Intelligence in Social Work: An EPIC Model for Practice,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Literaturreview,0.95,"Das Paper behandelt substantiell die Integration von KI in die Soziale Arbeit und entwickelt ein Rahmenmodell (EPIC). Es adressiert AI Literacies im Kontext der Sozialarbeiterpraxis, KI_Sonstige als allgemeines KI-Thema, direkten Soziale_Arbeit-Bezug, ethische Risiken und soziale Gerechtigkeit (Bias_Ungleichheit und Fairness). Beide Bedingungen (Technik + Sozial) sind klar erfüllt."
79,SS5HTYY6,[Author not specified] (2025),"Artificial Intelligence in Social Sciences and Social Work: Bridging Technology and Humanity to Revolutionize Research, Policy, and Human Services",Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.95,"Das Paper ist ein Literaturreview über KI (ML, NLP) im Kontext von Sozialwissenschaften und Sozialer Arbeit (2022-2025). Es behandelt direkt sozialarbeiterische Anwendungen (Case Management, Krisenintervention, Ressourcenallokation) sowie algorithmischen Bias, Equity/Zugang und Fairness. Beide Bedingungen (TECHNIK: KI_Sonstige; SOZIAL: Soziale_Arbeit, Bias_Ungleichheit, Diversitaet, Fairness) sind klar erfüllt."
80,H59BNSX8,James et al. (2023),Algorithmic decision-making in social work practice and pedagogy: confronting the competency/critique dilemma,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.85,Das Paper behandelt algorithmische Entscheidungssysteme (KI_Sonstige) direkt im Kontext Sozialer Arbeit (Praxis und Pädagogik). Es adressiert das Spannungsfeld zwischen Kompetenzentwicklung und kritischer Reflexion (AI_Literacies) sowie implizit Bias/Ungleichheit durch die kritische Auseinandersetzung mit algorithmischen Entscheidungsprozessen. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.
81,RAV6DAFQ,Goldkind et al. (2023),The End of the World as We Know It? ChatGPT and Social Work,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.9,"Das Paper behandelt ChatGPT (generative KI) im Kontext Sozialer Arbeit direkt und thematisiert Risiken von Wert-Misalignment und Ungleichheit durch KI-Nicht-Engagement. Damit sind sowohl die Technik-Bedingung (Generative_KI) als auch die Sozial-Bedingung (Soziale_Arbeit, Bias_Ungleichheit) erfüllt. Es handelt sich um einen theoretischen Kommentar ohne empirische Daten."
82,YRBP6IEJ,Rodriguez et al. (2024),Introducing Generative Artificial Intelligence into the MSW Curriculum: A Proposal for the 2029 Educational Policy and Accreditation Standards,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.95,"Das Paper behandelt substantiell generative KI und KI-Kompetenzentwicklung im MSW-Curriculum (Master of Social Work), also direkt in der Sozialarbeitsausbildung. Es adressiert explizit Bias, Ethik, Transparenz und Fairness im KI-Kontext sowie den Schutz von Klientenwürde und Gleichheit. Alle relevanten Kategorien sind klar erfüllt: Technik (AI_Literacies + Generative_KI) und Sozial (Soziale_Arbeit + Bias_Ungleichheit + Fairness)."
83,JI24FQPV,Creswell Báez et al. (2025),Clinical Social Workers’ Perceptions of Large Language Models in Practice: Resistance to Automation and Prospects for Integration,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Empirisch,0.97,"Das Paper untersucht direkt die Wahrnehmungen klinischer Sozialarbeiter:innen gegenüber LLMs (Generative_KI) in der Praxis, behandelt Fragen der KI-Kompetenz und Ausbildung (AI_Literacies) und hat einen klaren Bezug zur sozialarbeiterischen Praxis (Soziale_Arbeit). Qualitative Interviewstudie mit reflexiver thematischer Analyse."
84,LGYFN6JK,Patton et al. (2023),ChatGPT for Social Work Science: Ethical Challenges and Opportunities,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Konzept,0.92,"Das Paper entwickelt ein ethisches Framework für den Einsatz von LLMs (ChatGPT) in der Sozialarbeitswissenschaft. Es behandelt substantiell generative KI, KI-Kompetenzen (kritische Überwachung), direkten Sozialarbeitsbezug sowie Bias/soziale Gerechtigkeit als Kernthemen. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt."
85,X2QQ4JH6,Reamer (2023),Artificial Intelligence in Social Work: Emerging Ethical Issues,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt KI-Ethik explizit im Kontext Sozialer Arbeit (NASW Code), adressiert algorithmischen Bias und Fairness-Fragen sowie professionelle Kompetenzentwicklung (AI Literacy). Beide Bedingungen (Technik: KI_Sonstige, AI_Literacies; Sozial: Soziale_Arbeit, Bias_Ungleichheit, Fairness) sind klar erfüllt."
86,GXZWBNJU,Boetto (2025),Artificial Intelligence in Social Work: An EPIC Model for Practice,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.92,"Das Paper entwickelt ein konzeptionelles Modell (EPIC) für KI-Integration in der Sozialen Arbeit. KI_Sonstige ist erfüllt (algorithmische Systeme im Sozialbereich), Soziale_Arbeit ist klar gegeben, Bias_Ungleichheit und Fairness werden explizit adressiert (Biasrisiken, soziale Gerechtigkeit, ethische KI-Adoption). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt → Include."
87,ZJS2J7E7,Ahn et al. (2025),Artificial Intelligence (AI) Literacy for Social Work: Implications for Core Competencies,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.98,"Das Paper behandelt substantiell AI Literacy als Kernkompetenz in der Sozialen Arbeit (AI_Literacies, Soziale_Arbeit). Es adressiert algorithmische Systeme und deren Risiken (KI_Sonstige), thematisiert Bias-Verstärkung durch KI (Bias_Ungleichheit) und fordert ethische Schutzmaßnahmen und Fairness-Bewertung (Fairness). Sowohl TECHNIK_OK als auch SOZIAL_OK sind klar erfüllt."
88,Y6M97SWQ,Yu & Rose (2025),Algorithmic-Assisted Decision-Making Tools in Child Welfare Practice: A Systematic Review,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Literaturreview,0.97,"Das Paper behandelt algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) in der Kindeswohlfahrt (Soziale_Arbeit) mit explizitem Fokus auf Bias (Bias_Ungleichheit) und Fairness-Aspekten wie Transparenz, ethische Leitlinien und Audits. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt. PRISMA-geleitetes systematisches Review."
89,VICS443I,Singer et al. (2023),AI Creates the Message: Integrating AI Language Learning Models into Social Work Education and Practice,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Konzept,0.95,"Das Paper behandelt substantiell die Integration von LLMs (Generative KI) in die Soziale Arbeit (Ausbildung und Praxis) und thematisiert KI-Kompetenzen (AI Literacy). Bias, faktische Fehler und Vertraulichkeitsrisiken werden als zentrale Warnungen adressiert (Bias_Ungleichheit). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt → Include."
90,R5QQTD95,Schönauer (2025),Akzeptanz von KI und organisationale Rahmenbedingungen in der Sozialen Arbeit – Eine empirische Untersuchung aus der Perspektive von Berufseinsteiger:innen,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Empirisch,0.95,"Das Paper behandelt substantiell KI-Akzeptanz und KI-Literacy (AI_Literacies) in der Sozialen Arbeit (Soziale_Arbeit), mit Fokus auf Berufseinsteiger:innen in der Klient:innenarbeit. KI-Systeme in der Sozialen Arbeit werden als KI_Sonstige eingestuft. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt → Include."
91,JNLPSHD5,Linnemann et al. (2023),Bedeutung von Künstlicher Intelligenz in der Sozialen Arbeit: Eine exemplarische arbeitsfeldübergreifende Betrachtung des Natural Language Processing (NLP),Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.95,"Das Paper behandelt NLP (KI-Technologie) im Kontext Sozialer Arbeit substantiell. Es analysiert theoriegeleitet Chancen und Risiken von NLP für sozialarbeiterische Praxis, ordnet KI entlang handlungstheoretischer Konzepte ein und diskutiert professionsethische Implikationen. Beide Bedingungen (TECHNIK: KI_Sonstige + AI_Literacies; SOZIAL: Soziale_Arbeit) sind erfüllt."
92,H7E3N6VR,Sūna et al. (2024),Diskriminierung durch Algorithmen – Überlegungen zur Stärkung KI-bezogener Kompetenzen,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.88,"Das Paper behandelt algorithmische Diskriminierung (Bias_Ungleichheit, Fairness) und die Förderung kritischer KI-Kompetenzen (AI_Literacies) sowie digitale Teilhabe (Diversitaet). Es adressiert algorithmische Systeme im Kontext sozialer Benachteiligung (KI_Sonstige). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt, daher Include."
93,MITLDF9S,Feist-Ortmanns et al. (2025),KI-basiertes Assistenzsystem im Kinderschutzverfahren,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.92,"Das Paper behandelt ein KI-Assistenzsystem für Gefährdungseinschätzung im Kinderschutz – ein klassischer KI_Sonstige-Fall (algorithmisches Entscheidungssystem). Direkter Bezug zur Sozialen Arbeit (Kinderschutzverfahren). Bias und Fehlklassifikationen werden explizit thematisiert (Bias_Ungleichheit, Fairness). AI_Literacies durch Schulungsbedarf und Human-in-the-Loop-Ansatz. Beide Bedingungen (Technik + Sozial) sind erfüllt."
94,D4FY2S3R,Gravelmann (2024),Künstliche Intelligenz in der Sozialen Arbeit – Zwischen Bedenken und Optionen,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Konzept,0.88,"Das Paper behandelt KI in der Sozialen Arbeit direkt und substantiell: Es diskutiert Risiken, Potenziale und Implementationsstrategien von KI in sozialarbeiterischen Praxisfeldern (KI_Sonstige, Soziale_Arbeit). Der Fokus auf reflektierte Nutzung und professionellen Diskurs weist auf AI_Literacies hin. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt, daher Include."
95,DGLWM93D,Engelhardt & Ley (2025),Voll (dia)logisch? Ein Werkstattbericht über den Einsatz von generativer KI in der Hochschulbildung für Soziale Arbeit – Curriculare Überlegungen und veränderte Akteurskonstellationen,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Konzept,0.95,"Das Paper behandelt substantiell generative KI und Prompting als metakognitive Kompetenz in der Hochschulbildung für Soziale Arbeit. Alle drei Technik-Kategorien (AI_Literacies, Generative_KI, Prompting) sind klar erfüllt. Der direkte Bezug zur Sozialen Arbeit (Hochschulbildung für Soziale Arbeit, curriculare Integration) erfüllt die Sozial-Bedingung. Beide Bedingungen für Include sind gegeben."
96,EB7PZUZZ,Freinhofer et al. (2025),Prompten nach Plan: Das PCRR-Framework als pädagogisches Werkzeug für den Einsatz von Künstlicher Intelligenz.,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Konzept,0.92,"Das Paper behandelt substantiell AI Literacy, generative KI (LLMs) und Prompt Engineering im schulischen Kontext. Die Technik-Kriterien sind klar erfüllt. Jedoch fehlen soziale Kategorien: Kein Bezug zu Sozialer Arbeit, Bias/Ungleichheit, Gender, Diversität, feministischer Theorie oder Fairness. Der Bildungskontext allein erfüllt diese sozialen Kriterien nicht. Daher Exclude."
97,7FBB2KUC,Linnemann et al. (2023),Bedeutung von Künstlicher Intelligenz in der Sozialen Arbeit,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.88,"Das Paper behandelt NLP/KI-Verfahren (KI_Sonstige) in der Sozialen Arbeit (Soziale_Arbeit) mit direktem Bezug zu sozialarbeiterischer Praxis und Theorie (Staub-Bernasconi). Es diskutiert Implikationen für Klient*innen und die Profession. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt. NLP wird als klassisches ML-Feld eingestuft, da kein expliziter Fokus auf generative Modelle wie LLMs erkennbar ist."
98,6N2E242K,Schönauer (2025),Akzeptanz von KI und organisationale Rahmenbedingungen in der Sozialen Arbeit,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Empirisch,0.95,"Das Paper behandelt substantiell die Akzeptanz und den Einsatz von KI in der Sozialen Arbeit aus Fachkräfteperspektive (Soziale_Arbeit = Ja, KI_Sonstige = Ja). Es thematisiert digitale Kompetenzen und die Notwendigkeit von Weiterbildungen im Umgang mit KI (AI_Literacies = Ja). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt, daher Include."
99,HT9ZSI9U,Kutscher et al. (2020),Handbuch Soziale Arbeit und Digitalisierung,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.82,"Das Handbuch behandelt Digitalisierung systematisch im Kontext Sozialer Arbeit (Kinder- und Jugendhilfe, E-Government, Sozialwirtschaft) und thematisiert soziotechnische Arrangements sowie deren Folgen. AI_Literacies ist relevant, da ein breiter Digitalitätsbegriff mit kritischer Reflexion angestrebt wird. KI_Sonstige greift durch algorithmische Systeme im Sozialbereich (E-Government, digitalisierte Jugendhilfe). Beide Bedingungen (Technik + Sozial) sind erfüllt."
100,79TL6HSB,Chen & Lin (2025),Social work and artificial intelligence: Collaboration and challenges,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.95,"Das Paper behandelt KI-Anwendungen in der Sozialen Arbeit direkt (Soziale_Arbeit). Es adressiert technische Literalität (AI_Literacies), algorithmische Entscheidungssysteme (KI_Sonstige), Automation Bias und Transparenzprobleme (Bias_Ungleichheit, Fairness). Qualitative Studie mit Interviews von Fachkräften, Entwicklern und Politikern. Sowohl TECHNIK als auch SOZIAL-Kriterien sind klar erfüllt."
101,PAZJHB8J,Nuwasiima et al. (2024),The role of artificial intelligence (AI) and machine learning in social work practice,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Literaturreview,0.97,"Das Paper behandelt substantiell algorithmische Systeme (Predictive Analytics) in der Sozialen Arbeit (KI_Sonstige), mit direktem Bezug zur Jugendhilfe/Sozialarbeit. Algorithmischer Bias, Diskriminierung nach Rasse/Gender/sozioökonomischem Status sowie Fairness-Ansätze werden als Kernthemen behandelt. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt."
102,YTDMY5W4,Hauck et al. (2025),A framework for the learning and teaching of Critical AI Literacy skills (Version 0.1),Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.92,"Das Paper entwickelt ein Framework für Critical AI Literacy mit explizitem Fokus auf LLMs (Generative KI), inkludiert Prompting-Praktiken als substantielles Element, und behandelt epistemische Ungerechtigkeit, Ungleichheiten sowie EDIA-Prinzipien (Equality, Diversity, Inclusion, Accessibility). Damit sind sowohl Technik-Kriterien (AI_Literacies, Generative_KI, Prompting) als auch Sozial-Kriterien (Bias_Ungleichheit, Diversitaet, Fairness) erfüllt."
103,PYN6HB3E,Alam (2025),"Social work in the age of artificial intelligence: A rights-based framework for evidence-based practice through social psychology, group dynamics, and institutional analysis",Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.92,"Das Paper entwickelt ein rechtebasiertes Framework für KI-Integration in der Sozialen Arbeit (direkt relevant). Es adressiert substantiell: KI-Kompetenzen für Praktiker (AI_Literacies), algorithmische Systeme im Sozialbereich (KI_Sonstige), Soziale Arbeit als Kernfeld, Auswirkungen auf vulnerable Gruppen (Bias_Ungleichheit, Diversitaet) und Fairness durch den Rights-Based-Ansatz. Beide Bedingungen (Technik + Sozial) sind klar erfüllt."
104,THVKEETD,Ahn (2025),Artificial Intelligence (AI) literacy for social work,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.97,"Das Paper behandelt AI Literacy explizit im Kontext Sozialer Arbeit. Es thematisiert Kompetenzen für Sozialarbeiter:innen im Umgang mit KI-Systemen (AI_Literacies), direkten Bezug zur sozialarbeiterischen Praxis und Ausbildung (Soziale_Arbeit), kritische Auseinandersetzung mit Bias (Bias_Ungleichheit) und Förderung von Equity/Fairness (Fairness). Beide Bedingungen für Include sind erfüllt."
105,CF6T2RD7,Reamer (2023),Artificial intelligence in social work: Emerging ethical issues,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.97,"Das Paper behandelt substantiell KI in der Sozialen Arbeit mit Fokus auf ethische Herausforderungen, algorithmischen Bias, Fairness und AI Literacy in der Ausbildung. Alle Kernkategorien (Technik: AI_Literacies, KI_Sonstige; Sozial: Soziale_Arbeit, Bias_Ungleichheit, Fairness) sind klar erfüllt. Es handelt sich um ein konzeptionelles Paper mit konkretem Implementierungsprotokoll."
106,HZKE8T8I,Gravelmann (2024),Künstliche Intelligenz in der Sozialen Arbeit – Zwischen Bedenken und Optionen,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt KI-Systeme (algorithmische Entscheidungssysteme) in der Sozialen Arbeit, insbesondere im Kinderschutz. Direkte Relevanz für Soziale Arbeit ist gegeben. Bias und Fairness werden substantiell thematisiert: fehlende Objektivität in KI-Daten, Reproduktion diskriminierender Wertsysteme und gesellschaftlicher Machtverhältnisse. Alle Kriterien für Include sind erfüllt."
107,LXKXPD5H,Studeny (2025),Digitale Werkzeuge und Machtasymmetrien?,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.9,"Das Paper behandelt substantiell algorithmische Systeme in der Sozialen Arbeit (KI_Sonstige), thematisiert Machtasymmetrien und Diskriminierung durch Algorithmen (Bias_Ungleichheit, Fairness) und fordert kritische Reflexion über digitale Technologien (AI_Literacies). Der direkte Bezug zur Sozialen Arbeit ist explizit. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt."
108,9832ZJB7,Biegelbauer et al. (2023),"Leitfaden Digitale Verwaltung und Ethik: Praxisleitfaden für KI in der Verwaltung, Version 1.0",Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.78,"Das Paper definiert AI Literacy substantiell und thematisiert Automation Bias als zentrales Risiko (Bias_Ungleichheit). Es empfiehlt Bildungsstandards für KI-Beschaffung und -Anwendung in der Verwaltung, was algorithmische Systeme im öffentlichen Bereich adressiert (KI_Sonstige). Fairness wird durch die Betonung verantwortungsvoller Nutzung und Ethikrahmen behandelt. TECHNIK_OK (AI_Literacies, KI_Sonstige) und SOZIAL_OK (Bias_Ungleichheit, Fairness) sind erfüllt."
109,DJEVSR8D,Ahrweiler (2025),AI FORA – Artificial Intelligence for Assessment: Fairness bei der Verteilung öffentlicher sozialer Leistungen,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.92,"Das Paper untersucht KI-gestützte Sozialleistungsbewertungen in neun Ländern (KI_Sonstige). Es hat direkten Bezug zur sozialen Arbeit (Verteilung staatlicher Sozialleistungen), thematisiert Fairness algorithmischer Systeme und Ungleichheit (kultur-/kontextabhängige Gerechtigkeitskriterien) sowie Diversität (vulnerable Gruppen, partizipative Entwicklung). Beide Bedingungen (Technik + Sozial) sind klar erfüllt."
110,QVNJIQJG,Strauß (2024),CAIL – Critical AI Literacy: Kritische Technikkompetenz für konstruktiven Umgang mit KI-basierter Technologie in Betrieben,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Include,,Konzept,0.78,"Das Paper entwickelt ein Critical AI Literacy Framework (AI_Literacies) und behandelt KI-Automatisierung und deren Risiken in Arbeitskontexten (KI_Sonstige). Der zentral identifizierte 'deep automation bias' als Meta-Risiko qualifiziert als Bias_Ungleichheit. Beide Bedingungen (TECHNIK: AI_Literacies + KI_Sonstige; SOZIAL: Bias_Ungleichheit) sind erfüllt, daher Include."
111,UHEM78MX,Long & Magerko (2020),What is AI Literacy? Competencies and Design Considerations,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Exclude,Not_relevant_topic,Konzept,0.65,"Das Paper behandelt AI Literacy als Kompetenzrahmen (AI_Literacies = Ja). Ohne Abstract unklar, ob soziale Dimensionen wie Diversität substantiell adressiert werden. Der Titel deutet auf ein allgemeines Kompetenz-Framework hin ohne direkten Bezug zu sozialen Ungleichheiten, Sozialer Arbeit oder Bias. Da kein SOZIAL-Kriterium klar erfüllt ist, ergibt sich Exclude – obwohl das Paper grundlegend relevant für AI Literacy ist."
112,JHRVDXSD,Ahn et al. (2025),Artificial Intelligence (AI) Literacy for Social Work: Implications for Core Competencies,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Konzept,0.85,"Der Titel ist eindeutig: Das Paper behandelt AI Literacy explizit für die Soziale Arbeit und deren Kernkompetenzen. Beide Kernbedingungen sind erfüllt – AI_Literacies (KI-Kompetenzen) als Technik-Kategorie und Soziale_Arbeit als Sozial-Kategorie. Kein Abstract verfügbar, aber Titel lässt klare Klassifikation zu. Wahrscheinlich konzeptionelles Paper zu Implikationen von KI-Kompetenzen für sozialarbeiterische Ausbildung/Praxis."
113,2MVSL3UV,Zhang et al. (2025),Learning About AI: A Systematic Review of Reviews on AI Literacy,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Literaturreview,0.9,"Das Paper behandelt substantiell AI Literacy und deren Lehre/Lernen (TECHNIK_OK). Jedoch fehlt jede soziale Dimension: kein Bezug zu Sozialer Arbeit, kein Bias/Ungleichheits-Fokus, kein Gender, keine Diversität, kein feministischer Ansatz, keine Fairness-Thematik. Der Fokus liegt rein auf Bildung/Pädagogik für AI Literacy ohne soziale Gerechtigkeitsdimension. SOZIAL_OK ist nicht erfüllt → Exclude."
114,UKKQKL7I,Washington (2025),Fragile Foundations: Hidden Risks of Generative AI,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.78,"Das Paper behandelt generative KI (Foundation Models, ChatGPT etc.) mit kritischem Fokus auf systemische Risiken, opake Prozesse und Gefahren für vulnerable Gruppen. AI_Literacies ist relevant, da es auf kritische Reflexion von KI-Systemen abzielt. Bias_Ungleichheit und Fairness sind durch die Thematisierung von Gefahren für vulnerable Gruppen und gemeinnützige/mission-driven Organisationen gegeben. Soziale_Arbeit wird nicht direkt adressiert, aber Technik- und Sozialbedingungen sind erfüllt."
115,8MRNK6FX,[Author not specified] (2024),Research on the application risks and countermeasures of ChatGPT generative artificial intelligence in social work,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Konzept,0.65,"Der Titel weist klar auf eine Untersuchung von ChatGPT (generative KI) im Kontext Sozialer Arbeit hin, mit Fokus auf Anwendungsrisiken und Gegenmaßnahmen. Kein Abstract verfügbar, aber Titel ist eindeutig: TECHNIK (Generative_KI) und SOZIAL (Soziale_Arbeit) sind erfüllt. Confidence reduziert aufgrund fehlenden Abstracts."
116,SSF5Q33W,[Author not specified] (2024),Research on the application risks and countermeasures of ChatGPT generative artificial intelligence in social work,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Konzept,0.7,"Der Titel des Papers adressiert explizit ChatGPT (generative KI) und dessen Anwendungsrisiken im Kontext der Sozialen Arbeit. Damit sind beide Bedingungen erfüllt: Generative_KI = Ja (ChatGPT) und Soziale_Arbeit = Ja (social work). Kein Abstract verfügbar, daher moderate Konfidenz. Der Studientyp ist wahrscheinlich konzeptionell/theoretisch basierend auf dem Fokus auf Risiken und Gegenmaßnahmen."
117,LPMP8QAY,Weber et al. (2023),Messung von AI Literacy – Empirische Evidenz und Implikationen,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.55,"Das Paper behandelt die Messung von AI Literacy (Technik-Kriterium erfüllt), jedoch fehlt ein soziales Kriterium (kein Bezug zu Sozialer Arbeit, Bias, Gender, Diversität, Fairness oder feministischen Perspektiven). Da kein Abstract vorliegt, ist die Einschätzung unsicher, aber der Titel deutet auf ein Messinstrument-Paper ohne sozialen Bezug hin. Ausschluss mangels erfülltem SOZIAL-Kriterium."
118,KQ5A8D6E,[Author not specified] (2024),AI competency framework for students,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Konzept,0.45,"Der Titel deutet auf ein KI-Kompetenzrahmen für Studierende hin (AI_Literacies = Ja). Jedoch fehlt jeglicher Bezug zu sozialen Kategorien wie Soziale Arbeit, Bias, Gender, Diversität, Feminismus oder Fairness. Kein Abstract verfügbar, was die Bewertung erschwert. Da nur die TECHNIK-Bedingung erfüllt ist, aber keine SOZIAL-Kategorie, wird das Paper ausgeschlossen."
