ID,Zotero_Key,Author_Year,Title,AI_Literacies,Generative_KI,Prompting,KI_Sonstige,Soziale_Arbeit,Bias_Ungleichheit,Gender,Diversitaet,Feministisch,Fairness,Decision,Exclusion_Reason,Studientyp,LLM_Confidence,LLM_Reasoning,Input_Source
77,2FUXNFZS,[Author not specified] (2024),"RETHINKING SOCIAL SERVICES WITH ARTIFICIAL INTELLIGENCE: OPPORTUNITIES, RISKS, AND FUTURE PERSPECTIVES",Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.95,"Das Paper erfüllt beide Bedingungen der Entscheidungslogik: TECHNIK: AI_Literacies (Ja: Vorbereitung von Sozialarbeitern für ethische AI-Nutzung), Generative_KI (Ja: ChatGPT als ""public therapist"" in mental health), KI_Sonstige (Ja: Datenanalyse, Predictive Modeling, algorithmische Systeme). SOZIAL: Soziale_Arbeit (Ja: direkter Fokus auf AI in social work practice), Bias_Ungleichheit (Ja: Algorithmic Bias, strukturelle Diskriminierung, vulnerable Gruppen), Diversitaet (Ja: marginalisierte Bevölkerungsgruppen, einkommensschwache Gruppen), Fairness (Ja: systematische Diskriminierung, social justice). Das Paper ist ein systematisches Literaturreview zu AI in sozialen Diensten mit expliziter Adressierung von ethischen Risiken und Chancen.",KD
78,HSQW48VE,[Author not specified] (2025),Artificial Intelligence in Social Work: An EPIC Model for Practice,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Literaturreview,0.92,"Paper behandelt substantiell AI-Kompetenzen und -Verständnis in der sozialen Arbeit (AI_Literacies), allgemeine KI/ML im Sozialbereich (KI_Sonstige), hat direkten Bezug zu sozialarbeiterischer Praxis und Werten (Soziale_Arbeit), thematisiert ethische Herausforderungen und soziale Gerechtigkeit (Bias_Ungleichheit, Fairness). TECHNIK (AI_Literacies + KI_Sonstige) UND SOZIAL (Soziale_Arbeit + Bias_Ungleichheit + Fairness) erfüllt. Literaturreview als Grundlage für das EPIC-Modell.",Abstract
79,SS5HTYY6,[Author not specified] (2025),"Artificial Intelligence in Social Sciences and Social Work: Bridging Technology and Humanity to Revolutionize Research, Policy, and Human Services",Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.95,"Paper erfüllt beide Bedingungen: TECHNIK (AI_Literacies: Betonung von KI-Kompetenzentwicklung für SozialarbeiterInnen; KI_Sonstige: umfangreiche Behandlung von ML, NLP, Predictive Analytics, algorithmischen Systemen) und SOZIAL (Soziale_Arbeit: direkter Fokus auf Praxis und Zielgruppen; Bias_Ungleichheit: kritische Analyse algorithmischer Diskriminierung; Diversitaet: Fokus auf marginalisierte Gruppen; Fairness: extensive Diskussion fairer KI-Systeme). Systematische Literaturreview mit Policy-Bezug (EU AI Act, UNESCO).",KD
80,H59BNSX8,James et al. (2023),Algorithmic decision-making in social work practice and pedagogy: confronting the competency/critique dilemma,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.95,"Paper erfüllt beide TECHNIK- und SOZIAL-Bedingungen. TECHNIK: AI_Literacies (Curriculumentwicklung für algorithmische Kompetenz und kritische Reflexion) + KI_Sonstige (algorithmische Entscheidungssysteme AFST, COMPAS, NDIS). SOZIAL: Soziale_Arbeit (Praxis, Pädagogik, direkte Curricula-Entwicklung), Bias_Ungleichheit (rassistische Bias, Diskriminierung marginalisierter Gruppen), Diversitaet (intersektionale Betrachtung von Behinderten, PoC, prekären Gruppen), Fairness (algorithmische Fairness-Problematiken). Gender nicht kodiert: keine explizite geschlechterperspektivische Analyse erkennbar. Feministisch nicht kodiert: keine explizite feministische Theorieanleihe genannt.",KD
81,RAV6DAFQ,Goldkind et al. (2023),The End of the World as We Know It? ChatGPT and Social Work,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.95,"Das Paper erfüllt beide Bedingungen substanziell: TECHNIK: Behandelt ChatGPT (Generative_KI), algorithmische Entscheidungssysteme in Child Welfare und Sentencing (KI_Sonstige), sowie AI Literacy in sozialen Arbeits-Curricula. SOZIAL: Direkter Bezug zu Sozialer Arbeit (Praxis, Ausbildung, Code of Ethics), Analyse von algorithmengestützter Marginalisierung vulnerabler Populationen (Bias_Ungleichheit, Diversitaet), Diskussion von Fairness ethischer KI-Nutzung. Reflexive, ethisch-kritische Analyse ohne feministische Theorie.",KD
82,YRBP6IEJ,Rodriguez et al. (2024),Introducing Generative Artificial Intelligence into the MSW Curriculum: A Proposal for the 2029 Educational Policy and Accreditation Standards,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Konzept,0.95,"Das Paper erfüllt beide Bedingungen eindeutig: TECHNIK_OK (AI_Literacies, Generative_KI, Prompting, KI_Sonstige alle substantiell behandelt) und SOZIAL_OK (Soziale_Arbeit, Bias_Ungleichheit, Gender, Diversitaet, Fairness alle mit Evidenz). Es schlägt ein Curriculum für KI-Kompetenzentwicklung in der MSW-Ausbildung vor und adressiert systematisch Bias, Gender-Stereotype und Fairness in GenAI-Systemen mit Fokus auf marginalisierte Communities. Feministisch=Nein, da keine explizite feministische Theorie/Methodik verwendet wird (nur intersektionale Awareness).",KD
83,JI24FQPV,Creswell Báez et al. (2025),Clinical Social Workers’ Perceptions of Large Language Models in Practice: Resistance to Automation and Prospects for Integration,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.95,"Paper erfüllt beide Bedingungen: (1) TECHNIK: Fokus auf LLM-Verständnis und praktische Integration (AI_Literacies, Generative_KI). (2) SOZIAL: Direkte sozialarbeiterische Praxis, explizite Thematisierung von Bias/Ungleichheit (zwei-Klassen-System für marginalisierte Gruppen), Fairness und Diversität (LGBTQ, unterversorgte Bevölkerung). Keine feministische Theorie verwendet.",KD
84,LGYFN6JK,Patton et al. (2023),ChatGPT for Social Work Science: Ethical Challenges and Opportunities,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.95,"Paper erfüllt beide Bedingungen klar: TECHNIK-Seite: AI_Literacies (Kompetenzentwicklung für Sozialarbeiter), Generative_KI (ChatGPT/LLMs im Fokus), Prompting (strategische Prompt-Engineering-Beispiele), KI_Sonstige (LLM/NLP-Systeme). SOZIAL-Seite: Soziale_Arbeit (direkter Bezug zu Forschungspraxis), Bias_Ungleichheit (Eurozentrische Bias, Marginalisierung von BIPOC-Autoren), Diversitaet (BIPOC, Behinderungen, LGBTQIA+), Fairness (Antiracist Framework, Social Justice Guidelines). Gender=Nein, da keine explizite Gender-Analyse. Feministisch=Nein, da keine feministische Theorie/Methodologie verwendet wird.",KD
85,X2QQ4JH6,Reamer (2023),Artificial Intelligence in Social Work: Emerging Ethical Issues,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.95,"Das Paper erfüllt beide Bedingungen: TECHNIK (AI_Literacies: professionelle Kompetenz im Umgang mit KI; KI_Sonstige: algorithmische Systeme im Sozialbereich) und SOZIAL (Soziale_Arbeit: direkter Bezug zu Ethik in der Sozialarbeitspraxis, Mapping zum NASW Code; Bias_Ungleichheit: algorithmischer Bias; Fairness: Fairness-Aspekte bei AI-Services). Das Paper adressiert Kompetenzanforderungen und ethische Governance für KI in der Sozialarbeit substantiell.",Abstract
86,GXZWBNJU,Boetto (2025),Artificial Intelligence in Social Work: An EPIC Model for Practice,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Literaturreview,0.92,"Paper adressiert AI-Integration in der Sozialen Arbeit mit Fokus auf ethische Kompetenzentwicklung (AI Literacies via EPIC-Modell), algorithmische Systeme (KI_Sonstige), Bias-Risiken und Fairness. Direkter Bezug zu sozialer Gerechtigkeit und sozialarbeiterischer Praxis. Erfüllt beide Bedingungen: TECHNIK (AI_Literacies + KI_Sonstige) und SOZIAL (Soziale_Arbeit + Bias_Ungleichheit + Fairness).",Abstract
87,ZJS2J7E7,Ahn et al. (2025),Artificial Intelligence (AI) Literacy for Social Work: Implications for Core Competencies,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.95,"Das Paper erfüllt beide Bedingungen der Entscheidungslogik. TECHNIK: AI_Literacies (Ja - Fokus auf KI-Kompetenzen für Sozialarbeit) und KI_Sonstige (Ja - algorithmische Systeme und deren Auswirkungen). SOZIAL: Soziale_Arbeit (Ja - direkt auf Curriculum und Praxis der Sozialen Arbeit), Bias_Ungleichheit (Ja - explizites Thema der Verstärkung von Ungleichheiten) und Fairness (Ja - ethische Safeguards und kritische Evaluation). Konzeptpaper mit klarem Bezug zu sozialer Gerechtigkeit und vulnerable Populationen.",Abstract
88,Y6M97SWQ,Yu & Rose (2025),Algorithmic-Assisted Decision-Making Tools in Child Welfare Practice: A Systematic Review,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Literaturreview,0.98,"Paper erfüllt beide Einschlusskriterien substantiell: TECHNIK: AI_Literacies (Training für Caseworker, Kompetenzentwicklung), KI_Sonstige (Predictive Analytics, ML-Modelle, algorithmische Systeme in Kinderschutz). SOZIAL: Soziale_Arbeit (direkter Bezug zu Kinderschutzhilfe, Caseworker-Praxis), Bias_Ungleichheit (rassische Disparitäten, überproportionales Flaggen von Black Children), Gender (Analyse nach Geschlecht), Diversitaet (marginalisierte Communities, Intersektionalität), Fairness (expliziter Fokus auf fairness metrics, equity-Analyse). PRISMA-Review mit hoher Evidenzbasis für alle Kategorien.",KD
89,VICS443I,Singer et al. (2023),AI Creates the Message: Integrating AI Language Learning Models into Social Work Education and Practice,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.95,Paper erfüllt beide Bedingungen: TECHNIK (AI_Literacies: KI-Kompetenzen in Sozialarbeit-Ausbildung; Generative_KI: ChatGPT-Integration; Prompting: konkrete Prompt-Beispiele) + SOZIAL (Soziale_Arbeit: direkter Bezug zu Lehre und Praxis; Bias_Ungleichheit: ChatGPT-Bias-Probleme; Diversitaet: technologische Gerechtigkeit für ausgeschlossene Gruppen; Fairness: ethische Verantwortung und Equity-Fokus). Theoretisches Editorial mit praktischen Implikationen.,KD
90,R5QQTD95,Schönauer (2025),Akzeptanz von KI und organisationale Rahmenbedingungen in der Sozialen Arbeit – Eine empirische Untersuchung aus der Perspektive von Berufseinsteiger:innen,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.95,"Das Paper erfüllt beide Bedingungen: TECHNIK (AI_Literacies, Generative_KI, KI_Sonstige substanziell behandelt) und SOZIAL (Soziale_Arbeit als Kernfokus, Bias_Ungleichheit durch algorithmische Diskriminierung, Diversität über unterschiedliche Arbeitsfelder, Fairness durch partizipative Gestaltung und ethische Reflexion). Empirische Studie mit direktem Bezug zu Sozialarbeiter:innen-Kompetenzen und KI-Akzeptanz. Gender nicht als eigenständiger Fokus (79% weiblich erwähnt, aber keine kritische Geschlechteranalyse).",KD
91,JNLPSHD5,Linnemann et al. (2023),Bedeutung von Künstlicher Intelligenz in der Sozialen Arbeit: Eine exemplarische arbeitsfeldübergreifende Betrachtung des Natural Language Processing (NLP),Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.95,"Paper erfüllt BEIDE Bedingungen: TECHNIK: NLP/KI_Sonstige (Evidenz 3,5), Generative_KI explizit (Evidenz 2: GPT-3, ChatGPT), AI_Literacies (Evidenz 1: Fachkompetenzanforderungen). SOZIAL: Soziale_Arbeit (Evidenz 4: direkter Bezug zu Handlungsfeldern und Staub-Bernasconi), Bias_Ungleichheit (Evidenz 5: Reproduktion von Diskriminierung), Diversitaet (Evidenz 6: marginalisierte Gruppen), Fairness (Evidenz 7: Menschenrechte und Diskriminierungsverbot). Theoretisch-konzeptionell, handlungstheoretisch fundiert, arbeitsfeldübergreifend. Keine Prompting-Fokus, kein expliziter Gender-Fokus, keine feministische Theorie.",KD
92,H7E3N6VR,Sūna et al. (2024),Diskriminierung durch Algorithmen – Überlegungen zur Stärkung KI-bezogener Kompetenzen,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Konzept,0.95,"Paper erfüllt beide Einschlusskriterien substantiell: TECHNIK: AI_Literacies (Kompetenzen-Framework für kritischen Umgang mit KI), KI_Sonstige (algorithmische Diskriminierungssysteme). SOZIAL: Soziale_Arbeit (marginalisierte Gruppen als Zielgruppen, Sozialleistungen), Bias_Ungleichheit (strukturelle Diskriminierung), Gender (explizit Frauen als marginalisierte Gruppe), Diversitaet (intersektionale Perspektive auf Migranten, Alter, Bildung), Fairness (algorithmische Fairness als Kernkonzept). Theoretisch-konzeptioneller Beitrag mit empirischer Fundierung.",KD
93,MITLDF9S,Feist-Ortmanns et al. (2025),KI-basiertes Assistenzsystem im Kinderschutzverfahren,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.95,"Paper erfüllt beide Bedingungen substantiell: TECHNIK: AI_Literacies (Schulung, Leitlinien für Fachkräfte), Generative_KI (ChatGPT, GPT-4, DALL-E, etc.), Prompting (Prompt-Kategorien, Strategien), KI_Sonstige (Algorithmen, NLP, algorithmische Systeme). SOZIAL: Soziale_Arbeit (Kinderschutz, Jugendhilfe, Praxis), Bias_Ungleichheit (Trainingsdaten-Bias, Diskriminierung marginalisierter Gruppen), Diversitaet (Mangel an Diversität in KI-Entwicklung, interkulturelle Perspektiven), Fairness (Fairness-Prinzipien, Nicht-Diskriminierung). Theoretisches Konzeptpapier mit praktischen Szenarien für sensiblen Kontext.",KD
94,D4FY2S3R,Gravelmann (2024),Künstliche Intelligenz in der Sozialen Arbeit – Zwischen Bedenken und Optionen,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Literaturreview,0.95,Paper erfüllt beide Einschlusskriterien: (1) TECHNIK: AI_Literacies und KI_Sonstige sind Ja – behandelt KI-Kompetenzen/Reflexion sowie allgemeine KI-Implementierung in der Praxis. (2) SOZIAL: Soziale_Arbeit ist Ja – direkter und substantieller Bezug zu Sozialer Arbeit als Praxisfeld. Überblicksbeitrag mit Fokus auf professionelle Anforderungen und reflektierte Implementierung.,Abstract
95,DGLWM93D,Engelhardt & Ley (2025),Voll (dia)logisch? Ein Werkstattbericht über den Einsatz von generativer KI in der Hochschulbildung für Soziale Arbeit – Curriculare Überlegungen und veränderte Akteurskonstellationen,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Include,,Konzept,0.95,"Paper erfüllt beide Bedingungen: TECHNIK (AI_Literacies: Prompting als metakognitive Kompetenz; Generative_KI: ChatGPT/GPT-4o zentral; Prompting: substanzieller Fokus mit Chain-of-Thought). SOZIAL (Soziale_Arbeit: expliziter Bezug zu Hochschulbildung SA, Beratungsausbildung; Bias_Ungleichheit: systematische Verzerrungen, Reproduktion von Vorurteilen; Diversitaet: heterogene Lernvoraussetzungen, digitale Teilhabe). Werkstattbericht mit curricularen Konsequenzen.",KD
96,EB7PZUZZ,Freinhofer et al. (2025),Prompten nach Plan: Das PCRR-Framework als pädagogisches Werkzeug für den Einsatz von Künstlicher Intelligenz.,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.92,"Paper erfüllt TECHNIK-Kriterium durch AI_Literacies (Framework für KI-Kompetenzen in Schulen), Generative_KI (LLMs explizit) und Prompting (Kern-Fokus auf Prompt Engineering als Schlüsselkompetenz). SOZIAL-Kriterium erfüllt durch Bias_Ungleichheit (Diskrepanzen bei Zugang zu kostenpflichtigen Modellen/Chancengerechtigkeit) und Fairness (ethischer Umgang, verantwortungsvolle Nutzung). Empirische Evaluation mit n=107+ Schüler:innen. Konsistent mit Decision-Logik: TECHNIK_OK ∧ SOZIAL_OK → Include.",KD
97,7FBB2KUC,Linnemann et al. (2023),Bedeutung von Künstlicher Intelligenz in der Sozialen Arbeit,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.92,"Paper erfüllt beide Inklusionskriterien: (1) TECHNIK: KI_Sonstige=Ja (Natural Language Processing, algorithmische Sprachverarbeitung ist klassisches ML/NLP-Thema). (2) SOZIAL: Soziale_Arbeit=Ja (direkter, substantieller Bezug zu sozialarbeiterischer Praxis, Theorie und Zielgruppen; Diskussion mit Staub-Bernasconis Handlungstheorie). Theoretisches Paper mit kritischer Analyse von NLP-Implikationen für Soziale Arbeit.",Abstract
98,6N2E242K,Schönauer (2025),Akzeptanz von KI und organisationale Rahmenbedingungen in der Sozialen Arbeit,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Empirisch,0.92,"Das Paper erfüllt beide Inklusionskriterien: TECHNIK-OK durch AI_Literacies (Fokus auf digitale Kompetenzen, Weiterbildungsbedarf) und KI_Sonstige (KI-Einsatz in der Praxis); SOZIAL-OK durch Soziale_Arbeit (direkte Anwendung in Sozialer Arbeit, ethische/professionelle Herausforderungen, Fachkräfte-Perspektive). Empirische Studie mit Berufseinsteiger:innen. Keine expliziten Bias-, Gender- oder feministischen Perspektiven erkennbar.",Abstract
99,HT9ZSI9U,Kutscher et al. (2020),Handbuch Soziale Arbeit und Digitalisierung,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.95,"Das Handbuch erfüllt beide Bedingungen: (1) TECHNIK: AI_Literacies (sechsdimensionales Kompetenzmol), KI_Sonstige (Algorithmen, Big Data, Assistivanwendungen). (2) SOZIAL: Soziale_Arbeit (direkter Bezug zur SA-Praxis, -Ausbildung, -Handlungsfelder), Bias_Ungleichheit (Digital Divide, Reproduktion sozialer Ungleichheit), Diversitaet (Inklusion, verschiedene Zielgruppen), Fairness (ethische Fragen, informationelle Selbstbestimmung). Systematisches Handbuch mit 50+ Beiträgen zu Digitalisierung in SA.",KD
100,79TL6HSB,Chen & Lin (2025),Social work and artificial intelligence: Collaboration and challenges,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.95,"Paper erfüllt beide Bedingungen: TECHNIK (AI_Literacies substanziell: 92% fordern KI-Schulung, Curriculum-Reform; KI_Sonstige: Risk Assessment, Predictive Analytics in Social Work). SOZIAL (Soziale_Arbeit zentral: Interviews mit 20 Sozialarbeitern, Praxis in Kinderschutz/Altenhilfe/Psychische Gesundheit; Bias_Ungleichheit: Risiken für vulnerable Populationen, Datenmissbrauch; Fairness: 100% Policymaker für ethische Guidelines, Transparenz/XAI-Forderungen; Diversitaet: 43% männlich/57% weiblich, kulturelle/institutionelle Kontexte). Gender nein: Geschlecht nur demografisch erwähnt ohne analytischen Fokus. Feministisch nein: Keine feministische Theorie/Perspektive erkennbar.",KD
101,PAZJHB8J,Nuwasiima et al. (2024),The role of artificial intelligence (AI) and machine learning in social work practice,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Literaturreview,0.98,"Das Paper erfüllt beide Bedingungen: TECHNIK_OK durch KI_Sonstige (Predictive Analytics, Machine Learning in Fallmanagement) und AI_Literacies (Training in Curricula). SOZIAL_OK durch Soziale_Arbeit (Fokus auf Kinderwohlfahrt, psychische Gesundheit), Bias_Ungleichheit (Rassische Diskriminierung durch Algorithmen), Gender (Geschlechtsspezifische Bias-Analyse), Diversitaet (Inklusive Datasets), Fairness (Explizit Fairness-Metriken und algorithmische Gerechtigkeit). Substantieller Bezug zu sozialen Diensten und ethischen Implikationen.",KD
102,YTDMY5W4,Hauck et al. (2025),A framework for the learning and teaching of Critical AI Literacy skills (Version 0.1),Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Konzept,0.95,"Paper erfüllt beide Bedingungen: TECHNIK_OK (AI_Literacies, Generative_KI, Prompting, KI_Sonstige alle Ja); SOZIAL_OK (Bias_Ungleichheit, Gender, Diversitaet, Fairness alle Ja). Umfassender Framework für Critical AI Literacy mit substantiellem Fokus auf epistemic injustice, Bias-Erkennung, EDIA-Prinzipien und ethische Bewertung von KI-Systemen.",KD
103,PYN6HB3E,Alam (2025),"Social work in the age of artificial intelligence: A rights-based framework for evidence-based practice through social psychology, group dynamics, and institutional analysis",Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.95,"Das Paper erfüllt beide Bedingungen für Inclusion: TECHNIK (AI_Literacies: explizit Ethical AI Literacy-Framework; KI_Sonstige: Predictive Analytics, Algorithmic Decision Systems, Risk Assessment Tools). SOZIAL (Soziale_Arbeit: umfassender Fokus auf SW-Praxis, NASW Code, Ausbildung; Bias_Ungleichheit: Automation Bias, Epistemic Injustice, Diskriminierung vulnerabler Gruppen; Diversitaet: Community-zentrierte Partizipation, marginalisierte Communities; Fairness: SW-informierte Fairness-Metriken, Algorithmic Auditing). Theoretisches Synthesispaper mit substantiellem Fokus auf alle genannten Dimensionen.",KD
104,THVKEETD,Ahn (2025),Artificial Intelligence (AI) literacy for social work,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Konzept,0.95,Das Paper erfüllt beide Einschlusskriterien: (1) TECHNIK: AI_Literacies=Ja (zentrales Thema: KI-Kompetenzen und kritische Evaluierung von KI-Systemen). (2) SOZIAL: Soziale_Arbeit=Ja (direkter Bezug zu sozialarbeiterischer Praxis und Kompetenzentwicklung) und Bias_Ungleichheit=Ja (explizite Behandlung von Bias und Equity). Das Paper adressiert substantiell die Vermittlung von KI-Kompetenzen im Kontext der Sozialen Arbeit mit kritischem Fokus auf ethische Implikationen und Bias.,Abstract
105,CF6T2RD7,Reamer (2023),Artificial intelligence in social work: Emerging ethical issues,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.95,"Paper behandelt AI-Ethik direkt im Kontext Sozialer Arbeit und adressiert AI Literacy in Curricula (AI_Literacies), algorithmische Systeme und deren Implementierung (KI_Sonstige), direkte Bezüge zu sozialarbeiterischer Praxis (Soziale_Arbeit), algorithmischen Bias (Bias_Ungleichheit) und Fairness-Fragen. Erfüllt beide notwendigen Bedingungen: TECHNIK (AI_Literacies + KI_Sonstige) + SOZIAL (Soziale_Arbeit + Bias_Ungleichheit + Fairness).",Abstract
106,HZKE8T8I,Gravelmann (2024),Künstliche Intelligenz in der Sozialen Arbeit – Zwischen Bedenken und Optionen,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.92,"Paper behandelt KI-Kompetenzen für Sozialarbeitende (AI_Literacies), algorithmische Entscheidungssysteme in Jugendhilfe/Kinderschutz (KI_Sonstige), direkte sozialarbeiterische Praxis (Soziale_Arbeit), kritisiert Diskriminierung durch biased AI-Daten (Bias_Ungleichheit) und adressiert Fairness-Fragen bei automatisierten Entscheidungen (Fairness). TECHNIK erfüllt (AI_Literacies + KI_Sonstige), SOZIAL erfüllt (Soziale_Arbeit + Bias_Ungleichheit + Fairness). Erfüllt strikte Einschlusskriterien.",Abstract
107,LXKXPD5H,Studeny (2025),Digitale Werkzeuge und Machtasymmetrien?,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Theoretisch,0.95,"Paper erfüllt beide Bedingungen: TECHNIK-OK durch AI_Literacies (kritische Reflexion, Kompetenzentwicklung), KI_Sonstige (Algorithmen, Risikobewertungen, automatisierte Entscheidungssysteme); SOZIAL-OK durch Soziale_Arbeit (direkter Praxisbezug, ethische Werteorientierung), Bias_Ungleichheit (rassistische Algorithmen, Diskriminierung), Gender (explizite Nennung Frauen), Diversitaet (marginalisierte Communities, Intersektionalität), Fairness (Forderung nach fairen Algorithmen). Substanzielle Behandlung aller Kategorien evident.",KD
108,9832ZJB7,Biegelbauer et al. (2023),"Leitfaden Digitale Verwaltung und Ethik: Praxisleitfaden für KI in der Verwaltung, Version 1.0",Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Konzept,0.95,"Das Paper erfüllt beide Bedingungen: TECHNIK: AI_Literacies (zentral: KI-Kompetenzentwicklung als Governance-Maßnahme) + KI_Sonstige (algorithmische Systeme in Verwaltung, Risikofolgenabschätzung). SOZIAL: Bias_Ungleichheit (Diskriminierungsrisiken, vulnerable Gruppen), Gender (explizit geschlechtliche Diskriminierung in Checkliste), Diversitaet (Barrierefreiheit, Inklusion als Kriterium), Fairness (Fairness-Kriterien, Debias-Strategien). Praktischer Leitfaden für öffentliche Verwaltung mit Fokus auf ethische KI-Governance.",KD
109,DJEVSR8D,Ahrweiler (2025),AI FORA – Artificial Intelligence for Assessment: Fairness bei der Verteilung öffentlicher sozialer Leistungen,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.95,"Paper erfüllt beide Inklusionskriterien: TECHNIK-Seite: KI_Sonstige (algorithmische Entscheidungssysteme für soziale Bewertungen) + AI_Literacies (partizipative Entwicklung mit vulnerable Gruppen). SOZIAL-Seite: Soziale_Arbeit (Verteilung öffentlicher Leistungen, Kernpraxis), Bias_Ungleichheit (Diskriminierungsprobleme durch KI), Diversitaet (vulnerable/marginalisierte Gruppen), Fairness (expliziter Fokus auf Fairnesskriterien). Internationale Fallstudien mit partizipativen Methoden.",KD
110,QVNJIQJG,Strauß (2024),CAIL – Critical AI Literacy: Kritische Technikkompetenz für konstruktiven Umgang mit KI-basierter Technologie in Betrieben,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.92,"Das Paper erfüllt beide Bedingungen: TECHNIK-OK (AI_Literacies: Critical AI Literacy Framework zentral; KI_Sonstige: ML-Verfahren, Automatisierung, Algorithmen). SOZIAL-OK (Bias_Ungleichheit: Deep Automation Bias, Exploitationsstrukturen; Diversitaet: unterschiedliche Handlungsfähigkeiten; Fairness: Zuverlässigkeit und Überprüfbarkeit). Kein Soziale_Arbeit-Bezug vorhanden (Kontext: Betriebe/Arbeit, nicht sozialarbeiterische Praxis).",KD
111,UHEM78MX,Long & Magerko (2020),What is AI Literacy? Competencies and Design Considerations,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Literaturreview,0.95,"Paper erfüllt beide Kriterien: TECHNIK: AI_Literacies (zentral: Framework für 16 KI-Kompetenzen), KI_Sonstige (klassische ML, algorithmische Systeme). SOZIAL: Bias_Ungleichheit (algorithmischer Bias, digitale Divide, marginalisierte Gruppen), Gender (80% männliche AI-Professoren), Diversitaet (Inclusion, unterrepräsentierte Gruppen), Fairness (FAT ML, Transparenz, Accountability). Kein Soziale_Arbeit-Bezug, kein explizit feministischer Ansatz.",KD
112,JHRVDXSD,Ahn et al. (2025),Artificial Intelligence (AI) Literacy for Social Work: Implications for Core Competencies,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.95,"Paper erfüllt beide Bedingungen: TECHNIK (AI_Literacies, Generative_KI, KI_Sonstige substantiell behandelt) + SOZIAL (Soziale_Arbeit zentral, Bias_Ungleichheit, Diversitaet, Fairness explizit adressiert). Theoretisch-konzeptionelle Arbeit zur Integration von AI-Literacy in sozialarbeiterische Kernkompetenzen mit starkem Fokus auf ethische Implikationen und strukturelle Ungleichheiten.",KD
