ID,Zotero_Key,Author_Year,Title,AI_Literacies,Generative_KI,Prompting,KI_Sonstige,Soziale_Arbeit,Bias_Ungleichheit,Gender,Diversitaet,Feministisch,Fairness,Decision,Exclusion_Reason,Studientyp,LLM_Confidence,LLM_Reasoning,Input_Source
73,QLXLEUCG,Schneider & Seelmeyer (2018),Der Einfluss der Algorithmen: Neue Qualitäten durch Big Data Analytics und Künstliche Intelligenz,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.97,"Das Paper behandelt substanziell algorithmische Entscheidungssysteme (KI_Sonstige) und Data Literacy als neue Fachkompetenz (AI_Literacies) im direkten Sozialarbeitskontext (Jugendhilfe, CFRA). Bias-Reproduktion durch Algorithmen wird explizit als Problem analysiert, ebenso algorithmische Fairness und vermeintliche Objektivität. Alle Einschlusskriterien klar erfüllt: Technik (KI_Sonstige, AI_Literacies) und Sozial (Soziale_Arbeit, Bias_Ungleichheit, Fairness).",KD
74,4JN7NIS4,Steiner & Tschopp (2022),"Künstliche Intelligenz in der Sozialen Arbeit: Grundlagen, Entwicklungen, Herausforderungen",Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.97,"Das Paper behandelt substantiell KI-Technologien (Predictive Risk Modeling, Chatbots, ML, neuronale Netzwerke) in der Sozialen Arbeit. Es diskutiert Algorithmen-Bias, algorithmische Fairness und Risiken für vulnerable Gruppen. AI_Literacies ist gegeben durch die Vermittlung von KI-Grundlagen für Fachkräfte. KI_Sonstige durch klassische ML/algorithmische Systeme. Soziale Arbeit ist zentrales Thema (Kindesschutz, Beratung). Bias_Ungleichheit und Fairness werden explizit und substantiell behandelt.",KD
75,GZ9B3GPD,Waag (2023),Rationalisierung durch Digitalisierung?,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.85,"Das Paper behandelt KI-Systeme (Chatbots, selbstlernende KI) im Kontext Sozialer Arbeit (TECHNIK: KI_Sonstige). Es analysiert direkt sozialarbeiterische Praxis und professionelle Hilfebeziehungen (Soziale_Arbeit). Zudem thematisiert es Asymmetrien und Machtungleichgewichte durch Digitalisierung (Bias_Ungleichheit). Theoretische Analyse basierend auf Luhmann, Goffman und arbeitssoziologischen Perspektiven. Beide Bedingungen für Einschluss sind erfüllt.",KD
76,MA3LBJS6,Linnemann et al. (2023),Bedeutung von Künstlicher Intelligenz in der Sozialen Arbeit: Eine exemplarische arbeitsfeldübergreifende Betrachtung des Natural Language Processing (NLP),Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.92,"Das Paper behandelt NLP (klassische KI/ML-Technologie) im Kontext Sozialer Arbeit – beide Bedingungen für Einschluss sind erfüllt. Es analysiert theoretisch anhand von Staub-Bernasconis Handlungstheorie Chancen (Partizipation, niedrigschwelliger Zugang) und Risiken (Dehumanisierung, Modularisierung) von NLP für die sozialarbeiterische Praxis. Kein expliziter Fokus auf Bias, Gender, Generative KI oder Prompting.",Abstract
77,2FUXNFZS,[Author not specified] (2024),"RETHINKING SOCIAL SERVICES WITH ARTIFICIAL INTELLIGENCE: OPPORTUNITIES, RISKS, AND FUTURE PERSPECTIVES",Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt substantiell KI-Anwendungen (Predictive Modeling, Automatisierung) in der Sozialen Arbeit und diskutiert algorithmischen Bias gegenüber marginalisierten Gruppen sowie Fairness-Aspekte. AI_Literacies ist relevant da das Paper explizit Ausbildungsprogramme für Sozialarbeiter:innen im ethischen KI-Einsatz fordert. KI_Sonstige durch Predictive Analytics und algorithmische Systeme. Soziale_Arbeit klar gegeben. Bias_Ungleichheit und Fairness werden substantiell mit konkreten Beispielen (Eubanks, Coeckelberg) diskutiert. Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt.",KD
78,HSQW48VE,[Author not specified] (2025),Artificial Intelligence in Social Work: An EPIC Model for Practice,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Literaturreview,0.95,"Das Paper behandelt substantiell die Integration von KI in die Soziale Arbeit mit einem EPIC-Rahmenmodell. Es adressiert ethische Praxis, soziale Gerechtigkeit und Fairness im KI-Kontext der Sozialen Arbeit. Alle Technik-Kriterien (AI_Literacies, KI_Sonstige) und Sozial-Kriterien (Soziale_Arbeit, Bias_Ungleichheit, Fairness) sind erfüllt. Basiert auf einem systematischen Literaturreview.",Abstract
79,SS5HTYY6,[Author not specified] (2025),"Artificial Intelligence in Social Sciences and Social Work: Bridging Technology and Humanity to Revolutionize Research, Policy, and Human Services",Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.97,"Das Paper erfüllt beide Bedingungen klar: Technisch behandelt es ML, NLP, Predictive Analytics und algorithmische Systeme substantiell (KI_Sonstige). Sozial fokussiert es direkt auf Soziale Arbeit (Fallverwaltung, Jugendhilfe, Crisis Text Line), algorithmischen Bias gegenüber marginalisierten Gruppen (Bias_Ungleichheit), Diversität/Inklusion (Diversitaet) sowie Fairness-Metriken und transparentes Algorithmen-Design (Fairness). AI_Literacies wird durch Kompetenzforderungen für Sozialarbeiter im Umgang mit KI abgedeckt.",KD
80,H59BNSX8,James et al. (2023),Algorithmic decision-making in social work practice and pedagogy: confronting the competency/critique dilemma,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.97,"Das Paper behandelt substantiell algorithmische Entscheidungssysteme (AFST, COMPAS, NDIS) in der Sozialarbeit und entwickelt ein pädagogisches Framework für AI Literacy in der Sozialarbeitausbildung. Es adressiert Bias/Ungleichheit (racial bias bei COMPAS, Diskriminierung), Fairness-Probleme algorithmischer Systeme, Diversität (marginalisierte Gruppen) und direkten Bezug zur Sozialarbeitspraxis und -pädagogik. Alle Einschlusskriterien klar erfüllt.",KD
81,RAV6DAFQ,Goldkind et al. (2023),The End of the World as We Know It? ChatGPT and Social Work,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Include,,Theoretisch,0.97,"Das Paper adressiert substantiell ChatGPT/LLMs (Generative_KI), algorithmische Entscheidungssysteme (KI_Sonstige), KI-Kompetenzentwicklung in der Ausbildung (AI_Literacies), direkte Sozialarbeitspraxis und -ausbildung (Soziale_Arbeit), algorithmischen Bias gegenüber marginalisierten Gruppen (Bias_Ungleichheit) sowie fehlende Diversität in Trainingsdaten (Diversitaet). Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt.",KD
82,YRBP6IEJ,Rodriguez et al. (2024),Introducing Generative Artificial Intelligence into the MSW Curriculum: A Proposal for the 2029 Educational Policy and Accreditation Standards,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Konzept,0.99,"Das Paper erfüllt alle Einschlusskriterien substantiell. Es behandelt KI-Literacy im MSW-Curriculum (AI_Literacies), fokussiert auf LLMs wie ChatGPT (Generative_KI), widmet sich explizit Prompt Engineering als Kernkompetenz (Prompting), erwähnt auch klassische ML/Predictive Analytics (KI_Sonstige). Sozialarbeit-Bezug ist zentral (MSW-Curriculum, EPAS), Bias/Ungleichheit, Gender-Bias und Diversität werden substantiell behandelt, Fairness-Mitigation wird diskutiert. Kein explizit feministisches Theorierahmen erkennbar.",KD
83,JI24FQPV,Creswell Báez et al. (2025),Clinical Social Workers’ Perceptions of Large Language Models in Practice: Resistance to Automation and Prospects for Integration,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.98,"Das Paper behandelt substantiell LLMs (ChatGPT, Claude, Gemini) in der klinischen Sozialarbeit. Es adressiert AI Literacy durch Kompetenzbedarf bei Sozialarbeitern, generative KI als Hauptthema, direkte Sozialarbeitspraxis, algorithmischen Bias und Ungleichheiten, Diversität marginalisierter Gruppen sowie Fairness-Fragen bezüglich Zwei-Klassen-Versorgung. Alle Technik- und Sozial-Kriterien klar erfüllt.",KD
84,LGYFN6JK,Patton et al. (2023),ChatGPT for Social Work Science: Ethical Challenges and Opportunities,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.97,"Das Paper behandelt substantiell ChatGPT/LLMs (Generative_KI) im Kontext der Sozialarbeitswissenschaft (Soziale_Arbeit). Es entwickelt ein ethisches Framework zu Bias/Diskriminierung (Bias_Ungleichheit), Inklusion marginalisierter Gruppen wie BIPOC/LGBTQIA+ (Diversitaet) und algorithmischer Fairness aus einer Social-Justice-Perspektive (Fairness). Zudem werden Kompetenzen im Umgang mit KI thematisiert (AI_Literacies). Prompting ist nur beiläufig erwähnt, kein substantieller Fokus.",KD
85,X2QQ4JH6,Reamer (2023),Artificial Intelligence in Social Work: Emerging Ethical Issues,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt substantiell KI im Kontext Sozialer Arbeit (NASW Code, Praxis, Training) und adressiert algorithmischen Bias sowie Fairness-Fragen. AI Literacies wird durch den Fokus auf professionelle Kompetenz und Training abgedeckt. Beide Bedingungen (TECHNIK & SOZIAL) sind klar erfüllt.",Abstract
86,GXZWBNJU,Boetto (2025),Artificial Intelligence in Social Work: An EPIC Model for Practice,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.92,"Das Paper entwickelt ein konzeptionelles Modell (EPIC) für die ethische KI-Integration in der Sozialen Arbeit. KI_Sonstige ist erfüllt (algorithmische Systeme im Sozialbereich), Soziale_Arbeit ist klar gegeben (expliziter Fokus auf sozialarbeiterische Praxis), Bias_Ungleichheit wird thematisiert (Biasrisiken), und Fairness ist zentral (Ethics & Justice, Social Justice, human-centered adoption). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.",Abstract
87,ZJS2J7E7,Ahn et al. (2025),Artificial Intelligence (AI) Literacy for Social Work: Implications for Core Competencies,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.98,"Das Paper adressiert substantiell AI Literacy als Kernkompetenz in der Sozialen Arbeit (AI_Literacies, Soziale_Arbeit), behandelt algorithmische Systeme und deren Risiken (KI_Sonstige), thematisiert Bias-Verstärkung durch KI gegenüber vulnerablen Gruppen (Bias_Ungleichheit) sowie ethische Schutzmaßnahmen und Fairness. Beide Bedingungen (Technik und Sozial) sind klar erfüllt.",Abstract
88,Y6M97SWQ,Yu & Rose (2025),Algorithmic-Assisted Decision-Making Tools in Child Welfare Practice: A Systematic Review,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.98,"Das Paper ist ein PRISMA-konformes Literaturreview zu algorithmischen Entscheidungstools im Kinderschutz (KI_Sonstige: ML-Modelle inkl. LASSO, Random Forests, NLP). Es hat direkten Bezug zur sozialarbeiterischen Praxis (Soziale_Arbeit), thematisiert substantiell algorithmischen Bias und Rassenungleichheiten (Bias_Ungleichheit), Fairness-Metriken (Fairness), Diversität/Repräsentation marginalisierter Gruppen (Diversitaet) sowie Caseworker-Kompetenzen im Umgang mit diesen Tools (AI_Literacies). Alle Einschlusskriterien klar erfüllt.",KD
89,VICS443I,Singer et al. (2023),AI Creates the Message: Integrating AI Language Learning Models into Social Work Education and Practice,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Include,,Theoretisch,0.97,"Paper behandelt substantiell: (1) KI-Kompetenzen für Sozialarbeitende (AI_Literacies), (2) ChatGPT als generatives LLM (Generative_KI), (3) konkrete Prompt-Beispiele für Lehre/Praxis (Prompting), (4) direkte Einbettung in Soziale Arbeit und Ausbildung (Soziale_Arbeit), (5) algorithmischen Bias und Diskriminierungsrisiken (Bias_Ungleichheit), (6) technologische Gerechtigkeit und historisch exkludierte Gruppen (Diversitaet). Alle Entscheidungskriterien klar erfüllt.",KD
90,R5QQTD95,Schönauer (2025),Akzeptanz von KI und organisationale Rahmenbedingungen in der Sozialen Arbeit – Eine empirische Untersuchung aus der Perspektive von Berufseinsteiger:innen,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Empirisch,0.95,"Das Paper behandelt substantiell KI-Kompetenzen (AI Literacy) und deren Bedeutung in der Sozialen Arbeit, erwähnt LLMs wie ChatGPT sowie algorithmische Entscheidungssysteme. Der Kernfokus liegt auf Berufseinsteiger:innen der Sozialen Arbeit (n=68, Jugendhilfe, Behindertenhilfe etc.). Bias/Ungleichheit wird durch Thematisierung algorithmischer Diskriminierung substantiell berührt. Gender und Diversität werden nur peripher erwähnt (Stichprobenbeschreibung), kein feministischer Ansatz erkennbar.",KD
91,JNLPSHD5,Linnemann et al. (2023),Bedeutung von Künstlicher Intelligenz in der Sozialen Arbeit: Eine exemplarische arbeitsfeldübergreifende Betrachtung des Natural Language Processing (NLP),Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.97,"Das Paper behandelt NLP/KI (inkl. GPT-3, ChatGPT, Predictive Analytics) substantiell im Kontext der Sozialen Arbeit (Kinder-/Jugendhilfe, Altenhilfe, Beratung). Es diskutiert AI Literacy (Fachkräftekompetenz), Bias-Reproduktion/Diskriminierungsrisiken, Fairness im Menschenrechtsdiskurs und Inklusion marginalisierter Gruppen. Theorie-konzeptioneller Ansatz mit Staub-Bernasconi und handlungstheoretischen Konzepten. Alle Einschlusskriterien klar erfüllt.",KD
92,H7E3N6VR,Sūna et al. (2024),Diskriminierung durch Algorithmen – Überlegungen zur Stärkung KI-bezogener Kompetenzen,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.95,"Das Paper behandelt substantiell KI-Kompetenzen (AI_Literacies) und algorithmische Entscheidungssysteme (KI_Sonstige). Es adressiert algorithmische Diskriminierung und Bias (Bias_Ungleichheit), Fairness-Fragen, Diversität marginalisierter Gruppen sowie direkten Bezug zu sozialarbeiterischen Zielgruppen und Beratungsstrukturen (Soziale_Arbeit). Beide Bedingungen (TECHNIK + SOZIAL) sind klar erfüllt.",KD
93,MITLDF9S,Feist-Ortmanns et al. (2025),KI-basiertes Assistenzsystem im Kinderschutzverfahren,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.97,"Das Paper erfüllt alle Einschlusskriterien umfassend. Technik: AI Literacies (Kompetenzentwicklung für Fachkräfte), Generative KI (ChatGPT, DALL-E etc.), Prompting (expliziter Exkurs zu Prompt-Kategorien), KI_Sonstige (ML, algorithmische Systeme). Sozial: Direkte Soziale Arbeit (KJSH, Kinderschutz), Bias/Ungleichheit (algorithmische Diskriminierung), Diversität (Mangel an Diversität in KI-Entwicklung), Fairness (Fair-ML-Grundprinzipien). Theoretisch-konzeptionelles Papier mit Use-Cases.",KD
94,D4FY2S3R,Gravelmann (2024),Künstliche Intelligenz in der Sozialen Arbeit – Zwischen Bedenken und Optionen,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Konzept,0.88,"Das Paper behandelt KI in der Sozialen Arbeit als Überblicksbeitrag (TECHNIK_OK: KI_Sonstige, AI_Literacies durch reflektierte Implementationsstrategien und professionellen Diskurs). Direkter Bezug zu sozialarbeiterischer Praxis und Theorie erfüllt SOZIAL_OK über Soziale_Arbeit. Spannungen zwischen Effizienzgewinnen und Menschenwürde werden konzeptionell skizziert.",Abstract
95,DGLWM93D,Engelhardt & Ley (2025),Voll (dia)logisch? Ein Werkstattbericht über den Einsatz von generativer KI in der Hochschulbildung für Soziale Arbeit – Curriculare Überlegungen und veränderte Akteurskonstellationen,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Konzept,0.98,"Das Paper behandelt substantiell generative KI (ChatGPT, GPT-4o), Prompting als metakognitive Kompetenz und AI Literacy (Data Literacy) im Kontext der Hochschulbildung für Soziale Arbeit. Bias-Thematik wird explizit als curriculares Lernziel adressiert. Alle Kernkategorien sind klar belegt. TECHNIK_OK (AI_Literacies, Generative_KI, Prompting) und SOZIAL_OK (Soziale_Arbeit, Bias_Ungleichheit) → Include.",KD
96,EB7PZUZZ,Freinhofer et al. (2025),Prompten nach Plan: Das PCRR-Framework als pädagogisches Werkzeug für den Einsatz von Künstlicher Intelligenz.,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Include,,Empirisch,0.82,"Das Paper erfüllt klar die Technik-Bedingung: AI Literacy-Framework (PCRR), generative KI (LLMs, Bildgeneratoren) und Prompt Engineering als zentrales Thema. Die Sozial-Bedingung wird durch den Bias/Ungleichheits-Aspekt erfüllt: explizite Thematisierung digitaler Chancenungleichheit durch ungleichen Zugang zu kostenpflichtigen KI-Modellen. Kein direkter Soziale-Arbeit-Bezug, aber Ungleichheits-Diskurs ist substantiell genug für Einschluss.",KD
97,7FBB2KUC,Linnemann et al. (2023),Bedeutung von Künstlicher Intelligenz in der Sozialen Arbeit,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.9,Das Paper behandelt NLP/KI-Verfahren (KI_Sonstige) im Kontext der Sozialen Arbeit mit direktem Bezug zu sozialarbeiterischer Praxis und Theorie (Staub-Bernasconis Handlungstheorie). Es diskutiert Chancen und Risiken für Klient*innen und die Profession der Sozialen Arbeit. Beide Bedingungen (TECHNIK: KI_Sonstige; SOZIAL: Soziale_Arbeit) sind erfüllt.,Abstract
98,6N2E242K,Schönauer (2025),Akzeptanz von KI und organisationale Rahmenbedingungen in der Sozialen Arbeit,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Empirisch,0.95,"Das Paper untersucht empirisch die KI-Akzeptanz und digitale Kompetenzen (AI_Literacies) von Fachkräften in der Sozialen Arbeit (Soziale_Arbeit) und thematisiert KI-Einsatz in der sozialarbeiterischen Praxis (KI_Sonstige). Es behandelt organisationale Rahmenbedingungen, Datenschutz, ethische Herausforderungen und Fortbildungsbedarf im Kontext digitaler Technologien in der Sozialen Arbeit. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.",Abstract
99,HT9ZSI9U,Kutscher et al. (2020),Handbuch Soziale Arbeit und Digitalisierung,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Include,,Literaturreview,0.92,"Das Handbuch behandelt substantiell KI-bezogene Kompetenzen (Medienpädagogische Kompetenz, Algorithmen, Big Data, Risikodiagnostik) in direktem Bezug zur Sozialen Arbeit. Digitale Ungleichheiten/Digital Divide werden explizit thematisiert. Diverses Spektrum an Zielgruppen (Geflüchtete, Menschen mit Behinderungen, etc.) wird behandelt. TECHNIK_OK (AI_Literacies + KI_Sonstige) und SOZIAL_OK (Soziale_Arbeit + Bias_Ungleichheit + Diversitaet) sind erfüllt.",KD
100,79TL6HSB,Chen & Lin (2025),Social work and artificial intelligence: Collaboration and challenges,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.97,"Das Paper behandelt substantiell KI-Anwendungen (Risikobewertung, Fallscreening, Predictive Analytics) in der Sozialen Arbeit (Kinderschutz, Altenhilfe, psychische Gesundheit). AI_Literacies wird durch den Fokus auf Schulungsbedarf und Kompetenzentwicklung belegt. Bias und Fairness werden explizit thematisiert (Bias bei kulturellen Unterschieden, faire KI-Implementierung). TECHNIK_OK und SOZIAL_OK sind klar erfüllt.",KD
101,PAZJHB8J,Nuwasiima et al. (2024),The role of artificial intelligence (AI) and machine learning in social work practice,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.97,"Das Paper erfüllt beide Bedingungen klar: TECHNIK durch KI_Sonstige (ML, Predictive Analytics, algorithmische Entscheidungssysteme in Kinderwohlfahrt) und AI_Literacies (Integration von KI-Training in Sozialarbeit-Curricula). SOZIAL durch Soziale_Arbeit (direkte Praxis in Kinderwohlfahrt, psychischer Gesundheit), Bias_Ungleichheit (rassistische Diskriminierung durch Algorithmen), Diversitaet (inklusive Datensätze) und Fairness (explizite Fairness-Metriken und Auditing). Include ist eindeutig.",KD
102,YTDMY5W4,Hauck et al. (2025),A framework for the learning and teaching of Critical AI Literacy skills (Version 0.1),Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.95,"Das Paper entwickelt ein umfassendes Framework für Critical AI Literacy mit explizitem Fokus auf LLMs/Generative KI, Prompt-Strategien (EDIA-fokussiertes Prompting) und AI Literacy-Kompetenzentwicklung. Es behandelt substantiell Bias (epistemische Ungerechtigkeit, Gender-/Racial Bias in KI-Outputs), Diversität/Inklusion (EDIA-Prinzipien durchgängig) und Fairness (algorithmische Machtstrukturen). Beide Bedingungen – Technik und Sozial – sind klar erfüllt.",KD
103,PYN6HB3E,Alam (2025),"Social work in the age of artificial intelligence: A rights-based framework for evidence-based practice through social psychology, group dynamics, and institutional analysis",Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.97,"Das Paper entwickelt ein rechtsbasiertes Framework für AI-Integration in der Sozialen Arbeit. Es behandelt substantiell AI Literacy (Ethical AI Literacy als Kernkomponente), algorithmische Entscheidungssysteme/Predictive Analytics (KI_Sonstige), direkten Bezug zu sozialarbeiterischer Praxis und NASW-Ethik (Soziale_Arbeit), Algorithmic Discrimination und Epistemic Injustice (Bias_Ungleichheit), marginalisierte Populationen und Community-Partizipation (Diversitaet) sowie sozialpädagogisch-informierte Fairness-Metriken (Fairness). Alle Einschlusskriterien klar erfüllt.",KD
104,THVKEETD,Ahn (2025),Artificial Intelligence (AI) literacy for social work,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.97,"Das Paper behandelt explizit AI Literacy für Sozialarbeiter:innen, einschließlich kritischer Evaluation von KI-Systemen und Bias-Bewusstsein. Es hat direkten Bezug zur Sozialen Arbeit (Kernkompetenzen, Professionalität) und thematisiert Bias sowie Equity/Fairness in KI-beeinflussten gesellschaftlichen Kontexten. Alle Inklusionskriterien (TECHNIK: AI_Literacies; SOZIAL: Soziale_Arbeit, Bias_Ungleichheit, Fairness) sind erfüllt.",Abstract
105,CF6T2RD7,Reamer (2023),Artificial intelligence in social work: Emerging ethical issues,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.97,"Das Paper behandelt substantiell KI in der Sozialen Arbeit, einschließlich algorithmischen Bias, Fairness, ethischer Protokolle und AI Literacy in der Ausbildung. Alle relevanten Kategorien sind klar erfüllt: Technik (AI_Literacies, KI_Sonstige) und Sozial (Soziale_Arbeit, Bias_Ungleichheit, Fairness). Konzeptpaper mit Handlungsempfehlungen für ethische KI-Implementierung.",Abstract
106,HZKE8T8I,Gravelmann (2024),Künstliche Intelligenz in der Sozialen Arbeit – Zwischen Bedenken und Optionen,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.95,"Das Paper behandelt KI-Systeme (algorithmische Entscheidungssysteme) in der Sozialen Arbeit, insbesondere im Kinderschutz. Es adressiert substantiell die Risiken der Entscheidungsdelegation an KI sowie diskriminierende Wertsysteme in KI-Daten (Bias/Ungleichheit). Direkte Relevanz für sozialarbeiterische Praxis und Bias-Problematik erfüllt beide Kriterien für Einschluss.",Abstract
107,LXKXPD5H,Studeny (2025),Digitale Werkzeuge und Machtasymmetrien?,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt substantiell algorithmische Systeme und KI in der Sozialen Arbeit (KI_Sonstige), thematisiert Kompetenzentwicklung für Fachkräfte (AI_Literacies), hat direkten Sozialer-Arbeit-Bezug (Jugendhilfe, Jobcenter, Beratung), analysiert algorithmischen Bias und Diskriminierung (Bias_Ungleichheit), adressiert marginalisierte Gruppen und Digital Divide (Diversitaet) sowie fordert explizit faire Algorithmen und Fairness-Überprüfung (Fairness). Gender ist nur eine von vielen genannten Gruppen ohne expliziten Fokus.",KD
108,9832ZJB7,Biegelbauer et al. (2023),"Leitfaden Digitale Verwaltung und Ethik: Praxisleitfaden für KI in der Verwaltung, Version 1.0",Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.88,"Das Paper ist ein Praxisleitfaden für KI-Governance in der öffentlichen Verwaltung. AI_Literacies ist klar erfüllt (explizite Kompetenzförderung für Verwaltungsbedienstete). KI_Sonstige ist erfüllt durch Behandlung von ML, Predictive Analytics, algorithmischen Systemen. Fairness, Bias_Ungleichheit und Diversitaet sind substantiell durch den EKIV-Kriterienkatalog abgedeckt. Soziale Arbeit ist nicht direkt adressiert, aber die sozialen Dimensionen (Strafverfolgung, Sozialleistungen) sind als Kontext vorhanden. TECHNIK_OK und SOZIAL_OK → Include.",KD
109,DJEVSR8D,Ahrweiler (2025),AI FORA – Artificial Intelligence for Assessment: Fairness bei der Verteilung öffentlicher sozialer Leistungen,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.92,"Das Paper untersucht algorithmische Entscheidungssysteme (KI_Sonstige) bei der Vergabe öffentlicher Sozialleistungen (Soziale_Arbeit) in neun Ländern. Zentrale Themen sind algorithmischer Bias und strukturelle Benachteiligung (Bias_Ungleichheit), Einbeziehung vulnerabler und marginalisierter Gruppen (Diversitaet) sowie kulturabhängige Fairnesskriterien in KI-Systemen (Fairness). Beide Bedingungen – Technik und Sozial – sind klar erfüllt.",KD
110,QVNJIQJG,Strauß (2024),CAIL – Critical AI Literacy: Kritische Technikkompetenz für konstruktiven Umgang mit KI-basierter Technologie in Betrieben,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Include,,Empirisch,0.85,"Das Paper entwickelt ein Critical AI Literacy (CAIL)-Framework für Arbeitnehmer:innen (AI_Literacies = Ja) und behandelt substanziell klassisches ML sowie Automatisierungssysteme (KI_Sonstige = Ja). Bias_Ungleichheit ist durch Deep Automation Bias als Meta-Risiko, Ausbeutung von Click Workers und Benachteiligung kleiner Betriebe substantiell vertreten. Beide Bedingungen (TECHNIK_OK und SOZIAL_OK) sind erfüllt, daher Include.",KD
111,UHEM78MX,Long & Magerko (2020),What is AI Literacy? Competencies and Design Considerations,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Literaturreview,0.97,"Kernpaper zu AI Literacy mit 16 Kompetenzen-Framework basierend auf Scoping Study von 150 Dokumenten. Klarer Technik-Bezug (AI_Literacies, KI_Sonstige mit Black-Box-Algorithmen, ML). Sozialer Bezug durch substantielle Behandlung von algorithmischem Bias, Gender-Ungleichheit in KI-Workforce (80% männlich), Diversität bei unterrepräsentierten Gruppen und algorithmischer Fairness (FAT ML). Feministisch wird nicht explizit mit Theoretikerinnen belegt.",KD
