work_id,title,record_ids,preferred_version_id,human_decisions,human_substantive_decisions,human_duplicate_record_ids,human_metadata_error_record_ids,historical_identity_bindings,historical_resolution,integrity_hold,agent_decisions,decision_authority,human_verification,agent_lifecycle_states,current_ai_review_results,corrected_ai_record_ids,ai_correction_provenance,open_ai_source_review_record_ids,effective_decision,analysis_eligible,analysis_conflicts,analysis_undecidable,conflicts,source_queue_status,source_blockers,source_acquisition_progress,next_actions
work:55f0efa8-e433-5588-9afe-3f708043a400,Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,"[""ACDF4FL9"", ""R3VJVFCE"", ""RARE5UFC""]",version:27a927ae-6f49-562f-bf62-9556487ad583,"[""Exclude"", ""Include""]","[""Include""]","[""R3VJVFCE"", ""RARE5UFC""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],"[{""record_id"": ""ACDF4FL9"", ""agent_id"": ""/root/grounded_chat"", ""model"": ""GPT-6"", ""model_id_status"": ""family disclosed by runtime; exact deployment identifier not exposed"", ""reviewed_at"": ""2026-09-05T15:40:49.955416+00:00"", ""canonical_binding_before"": {""work_id"": ""work:55f0efa8-e433-5588-9afe-3f708043a400"", ""version_id"": ""version:27a927ae-6f49-562f-bf62-9556487ad583""}, ""raw_metadata_reference"": ""corpus/zotero_export.json#/200"", ""raw_record_sha256"": ""sha256:a392866f9a748d5113271cd858cefa3a975639915974dc2a57d1194d289c62d8"", ""previous_status"": ""related_alias_metadata_error"", ""scholarly_screening_status"": ""not_performed_in_this_task"", ""metadata_status"": ""corrected_in_guarded_local_projection_with_identifier_enrichment_deferred"", ""correction_reference"": ""corpus/metadata_corrections.json#/corrections/7"", ""before_after"": [{""field"": ""creators"", ""before"": [{""creatorType"": ""author"", ""firstName"": ""R."", ""lastName"": ""Chisca""}, {""creatorType"": ""author"", ""firstName"": ""A."", ""lastName"": ""Saltaformaggio""}, {""creatorType"": ""author"", ""firstName"": ""G."", ""lastName"": ""Verma""}], ""after"": [{""creatorType"": ""author"", ""firstName"": ""Mahammed"", ""lastName"": ""Kamruzzaman""}, {""creatorType"": ""author"", ""firstName"": ""Gene Louis"", ""lastName"": ""Kim""}], ""reason"": ""The stored full title and versioned arXiv URL agree exactly with Kamruzzaman/Kim, not Chisca/Saltaformaggio/Verma. Correct the author list and specify the already-linked v3 date (23 September 2024). Keep this alias in the existing Kamruzzaman Work, separate from SwiftSage. Do not upgrade it to arXiv v4 (2025) without a separate version binding.""}, {""field"": ""date"", ""before"": ""2024"", ""after"": ""2024-09-23"", ""reason"": ""The stored full title and versioned arXiv URL agree exactly with Kamruzzaman/Kim, not Chisca/Saltaformaggio/Verma. Correct the author list and specify the already-linked v3 date (23 September 2024). Keep this alias in the existing Kamruzzaman Work, separate from SwiftSage. Do not upgrade it to arXiv v4 (2025) without a separate version binding.""}, {""field"": ""itemType"", ""before"": ""report"", ""after"": ""preprint"", ""reason"": ""The stored full title and versioned arXiv URL agree exactly with Kamruzzaman/Kim, not Chisca/Saltaformaggio/Verma. Correct the author list and specify the already-linked v3 date (23 September 2024). Keep this alias in the existing Kamruzzaman Work, separate from SwiftSage. Do not upgrade it to arXiv v4 (2025) without a separate version binding.""}, {""field"": ""repository"", ""before"": null, ""after"": ""arXiv"", ""reason"": ""The stored full title and versioned arXiv URL agree exactly with Kamruzzaman/Kim, not Chisca/Saltaformaggio/Verma. Correct the author list and specify the already-linked v3 date (23 September 2024). Keep this alias in the existing Kamruzzaman Work, separate from SwiftSage. Do not upgrade it to arXiv v4 (2025) without a separate version binding.""}], ""finding"": ""The stored full title and versioned arXiv URL agree exactly with Kamruzzaman/Kim, not Chisca/Saltaformaggio/Verma. Correct the author list and specify the already-linked v3 date (23 September 2024). Keep this alias in the existing Kamruzzaman Work, separate from SwiftSage. Do not upgrade it to arXiv v4 (2025) without a separate version binding."", ""evidence"": [{""source_path"": ""corpus/source-acquisition/residual-resolution-2026-09-05/kamruzzaman-url-identity.json"", ""sha256"": ""sha256:53ed27871d002049fd867608ea8bce95de42cbbae6583d39d279976d1f500239"", ""source_url"": ""https://arxiv.org/abs/2404.17218v3"", ""locator"": ""citation_meta title/authors; submission_history [v3]""}], ""integration_rule"": ""Preserve the corrected record identity when rebuilding, discard wrong former identifiers rather than making them aliases, and bind only the exact original version. Historical raw rows remain immutable."", ""source_status"": ""existing_related_source_requires_exact_v3_binding"", ""source_ready"": false, ""next_step"": ""Keep existing canonical Work/Version IDs and rebuild the applied author/date/type/repository corrections. Resolve the true duplicate Kamruzzaman Works in an explicit identity migration with source-version and receipt audit before adding the deferred DOI. No new source review or human verification is inferred."", ""deferred_identifier_enrichments"": [{""field"": ""DOI"", ""before"": """", ""after"": ""10.48550/arXiv.2404.17218"", ""reason"": ""The stored full title and versioned arXiv URL agree exactly with Kamruzzaman/Kim, not Chisca/Saltaformaggio/Verma. Correct the author list and specify the already-linked v3 date (23 September 2024). Keep this alias in the existing Kamruzzaman Work, separate from SwiftSage. Do not upgrade it to arXiv v4 (2025) without a separate version binding."", ""status"": ""deferred_not_applied"", ""deferred_at"": ""2026-09-05T16:19:42Z"", ""agent_id"": ""/root/research_completion"", ""model"": ""GPT-6"", ""model_id_status"": ""family disclosed by runtime; exact deployment identifier not exposed"", ""deferral_reason"": ""The source-supported DOI enrichment would collide with two established canonical Kamruzzaman Works and their distinct Version IDs. Applying it as an ordinary metadata edit would require an implicit identity merge and invalidate existing Work/Version-bound review references. Defer only this new DOI field until an explicit migration preserves aliases, exact Versions and receipt provenance; the independent author, v3 date, type and repository corrections remain applied. SwiftSage/RAY6G2R7 is unrelated and must not be reassigned."", ""current_work_id"": ""work:55f0efa8-e433-5588-9afe-3f708043a400"", ""conflicting_work_id"": ""work:7644e99b-9dd1-545f-af98-ab7fed6643e6"", ""required_next_step"": ""explicit_work_version_duplicate_migration_and_receipt_audit""}]}]","[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding"", ""Keep existing canonical Work/Version IDs and rebuild the applied author/date/type/repository corrections. Resolve the true duplicate Kamruzzaman Works in an explicit identity migration with source-version and receipt audit before adding the deferred DOI. No new source review or human verification is inferred.""]"
work:5611657b-9caf-528c-aba7-b27719e34b25,Artificial intelligence in social work: Emerging ethical issues,"[""EXVG7MQR"", ""HN7KKNYV"", ""IUN7Z56I"", ""WTLVG29I""]",version:b1f3c8de-a38d-5088-a9f3-c18b41742ee8,"[""Exclude"", ""Include""]","[""Include""]","[""HN7KKNYV"", ""IUN7Z56I""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:56d6f68e-55d4-5741-85f5-014faceedd04,feminist AI | ACADEMY,"[""3ZNMTJ5B""]",version:760b8567-f41d-5576-8229-d88a557e569c,[],[],[],[],{},,False,"[""Exclude""]",ai_review,not_recorded,"[""ai-agent-reviewed""]","[""accepted""]",[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_ai_review_tier_and_record_any_further_review_at_artifact_level""]"
work:5981ea67-23a9-5222-82c6-188b56279268,Bias and fairness in large language models: A survey,"[""MS3CNU3S"", ""WNY526GN""]",version:a9cdabb9-0565-55f3-a6c2-0b0594eb5b45,"[""Exclude"", ""Include""]","[""Include""]","[""WNY526GN""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:5adaa44e-eae9-5201-9e77-637200058b09,Promises and challenges of generative artificial intelligence for human learning,"[""2SNYUZG4""]",version:1788dfe7-f918-5273-9782-c0ec22cf156d,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:5b661129-83f2-52f1-bee3-2ca754850975,Who cares about data? Data care arrangements in everyday organisational practice,"[""QG8IAB53""]",version:4b44ce9f-8152-5633-9c7d-6bcd8524b665,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:5b80164e-81e9-5fdc-8569-06ef0abdf431,Towards a Feminist Metaethics of AI,"[""LT3D3ZQ2""]",version:b252ecd6-be77-52a4-866f-949864bdbf1c,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:5c3003ba-8bad-5e46-862a-cc3b31138368,Investigating AI systems: examining data and algorithmic bias through hermeneutic reverse engineering,"[""GJF776AY""]",version:d5a41d9b-1c5c-5946-b9fe-4b7f2ad79bec,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:5cc857bf-4bda-58c7-bee1-8fdfb4423836,"AI Literacy: A Framework to Understand, Evaluate, and Use Emerging Technology","[""K3YCLBXK""]",version:c2c32fa6-26f7-55d2-8db6-ebb37aa68b12,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:5d44ca3d-827b-5f4e-a4f1-1ee40ec55c18,Data and rights in the digital welfare state: the case of Denmark,"[""ZQHP5G35""]",version:d25aa754-f559-54ef-bd2f-4f8d0bec38a5,[],[],[],[],{},,False,[],unassessed,not_recorded,[],[],[],[],[],,False,{},{},[],blocked_missing_paper_source,"[""reviewed_fulltext_markdown_missing""]","[{""record_id"": ""ZQHP5G35"", ""agent_id"": ""/root/grounded_chat"", ""model"": ""GPT-6"", ""model_id_status"": ""family disclosed by runtime; exact deployment identifier not exposed"", ""reviewed_at"": ""2026-09-05T15:40:49.955416+00:00"", ""canonical_binding_before"": {""work_id"": ""work:5d44ca3d-827b-5f4e-a4f1-1ee40ec55c18"", ""version_id"": ""version:d25aa754-f559-54ef-bd2f-4f8d0bec38a5""}, ""raw_metadata_reference"": ""corpus/zotero_export.json#/35"", ""raw_record_sha256"": ""sha256:e0d9c00922e30c19dee0026de449aabcd317919cc84b0888f17bdc2d759c10cf"", ""previous_status"": ""blocked_fulltext_unavailable"", ""scholarly_screening_status"": ""not_performed_in_this_task"", ""metadata_status"": ""identity_and_issue_year_confirmed_no_required_identity_change"", ""source_status"": ""fulltext_not_acquired"", ""source_ready"": false, ""finding"": ""Publisher-deposited Crossref metadata confirms the title, authors, DOI and issue year. The earlier online date is a publication chronology fact, not proof that the existing issue year is wrong. Publisher full-text delivery returned 403; metadata or abstract access is not a full-text review."", ""chronology"": {""published_online"": ""2021-06-02"", ""published_print"": ""2023-01-02"", ""journal"": ""Information, Communication & Society""}, ""evidence"": [{""source_path"": ""corpus/source-acquisition/residual-resolution-2026-09-05/joergensen-crossref.json"", ""sha256"": ""sha256:cc8d777835c5bbc8516888a6c454853bb3827bd4f0c7696009abf7b4df45a05a"", ""source_url"": ""https://api.crossref.org/works/10.1080/1369118X.2021.1934069"", ""locator"": ""message.title, DOI, author, container-title, published-online and published-print""}], ""next_step"": ""Supply an authorised full text or accepted manuscript through institutional/library access; retain the source hold until a concrete original version is available."", ""concrete_access_question"": ""Ist ein institutionell zugänglicher Volltext oder ein autorisiertes akzeptiertes Manuskript dieser genauen DOI verfügbar?"", ""repository_checks"": [{""url"": ""https://marycenter.ku.dk/samarbejde-med-os/formater-for-samarbejde/policy-fellowship/digitalisering-og-teknologi/forskere/rikke-frank-joergensen/"", ""finding"": ""Official researcher profile links the publisher; no independent OA full text found in the targeted search.""}]}]","[""resolve_source_blockers_then_governed_screening"", ""Supply an authorised full text or accepted manuscript through institutional/library access; retain the source hold until a concrete original version is available.""]"
work:5e32c60e-f330-5cba-b414-c2fee079146c,Challenging systematic prejudices: an Investigation into Gender Bias in Large Language Models,"[""EQV4DNQR""]",version:b7a0c018-2c4b-5a13-a8bd-0d22b1a25581,[],[],[],[],{},,False,"[""Include""]",ai_review,not_recorded,"[""ai-agent-reviewed""]","[""accepted""]","[""EQV4DNQR""]","[{""record_id"": ""EQV4DNQR"", ""artifact"": ""generated/verification/screening-corrections-a.json#/corrections/EQV4DNQR"", ""sha256"": ""sha256:dc90ace4bb561401331dcc12d4f33fda573e91b0bd30b9d3f9e93112e029cb12"", ""base_artifact"": ""docs/data/screening/ar2.json#/decisions/EQV4DNQR"", ""base_sha256"": ""sha256:f4fef9f411d9ffc70efb2fd4fb4d15a394aa0eca844bd7340707e76d817423e8"", ""agent_id"": ""/root/aggregation"", ""model"": ""GPT-6 (exact deployment identifier unavailable)"", ""reviewed_at"": ""2026-09-05T13:01:37.194768+00:00"", ""corrected_at"": ""2026-09-05T13:01:37.194768+00:00""}]",[],Include,True,{},{},[],,[],[],"[""retain_ai_review_tier_and_record_any_further_review_at_artifact_level""]"
work:5e332779-1c0f-5453-b27c-c62b11e97045,Diskriminierung durch Algorithmen – Überlegungen zur Stärkung KI-bezogener Kompetenzen,"[""H7E3N6VR""]",version:56b93a3f-fb1b-5e99-ad40-74145084f9a9,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:5f49f95b-dcfe-5778-8376-a313cb039d4d,Algorithmic decision-making in social work practice and pedagogy: Confronting the competency/critique dilemma,"[""H59BNSX8"", ""QI5AYE4V""]",version:2e650cfc-0147-5778-ab55-ed2e17a4f86b,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:5f910040-fa9a-5297-aa53-65c958b59861,Artificial Intelligence Competence Needs for Youth Workers,"[""AXEIVEW3""]",version:0f436c17-fbd1-52e7-ba26-b2b9ee7f708f,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:5fcadb4c-bf3b-5616-9b5d-0f814fe941cf,"AI algorithm transparency, pipelines for trust not prisms: mitigating general negative attitudes and enhancing trust toward AI","[""JKF6VAQB"", ""ZHQMHHPQ""]",version:f6b2dc86-3bb6-5415-b44b-17ba8801ec25,"[""Exclude"", ""Include""]","[""Include""]","[""ZHQMHHPQ""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:61b5eb97-0fa5-5a1b-a3f7-3a892158e2d3,"Biases in large language models: Origins, inventory and discussion","[""7L78MV2V""]",version:7516f9cc-8609-5c3b-a7e2-540b5a349e2c,"[""Include""]","[""Include""]",[],[],{},,False,"[""Include""]",legacy_human,legacy_human_annotation_not_new_lifecycle_verification,"[""ai-agent-reviewed""]","[""accepted""]","[""7L78MV2V""]","[{""record_id"": ""7L78MV2V"", ""artifact"": ""generated/verification/screening-corrections-c.json#/corrections/7L78MV2V"", ""sha256"": ""sha256:644af885ffb7a16e8c252a6b0fe1bc7357fbd32b6439d680768153dba5eea065"", ""base_artifact"": ""docs/data/screening/ar2.json#/decisions/7L78MV2V"", ""base_sha256"": ""sha256:5a0d8e629eb94f16c86b36baf454cfeab44eabdd405a5998817c75b6bc53813a"", ""agent_id"": ""/root/aggregation"", ""model"": ""GPT-6"", ""reviewed_at"": ""2026-09-05T14:45:48.120563+00:00"", ""corrected_at"": ""2026-09-05T14:45:48.120563+00:00""}]",[],Include,True,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""retain_ai_review_tier_and_record_any_further_review_at_artifact_level""]"
work:61f7d4a9-2124-5654-89f8-e70fa472ab16,Unequal voices: How LLMs construct constrained queer narratives,"[""EMZ33KFH""]",version:b330a443-6e5d-5ea4-8fa9-4358596e9828,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:62a3a084-ae6f-55f4-98c7-79730686bc1f,Introducing Generative Artificial Intelligence into the MSW Curriculum: A Proposal for the 2029 Educational Policy and Accreditation Standards,"[""YRBP6IEJ""]",version:1e32bee9-ce88-5522-b3b7-80a21933e0b8,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:62bc91ca-3111-5d82-af2c-ea6d7383bcb7,Women4Ethical AI: Global cooperation for gender-inclusive AI,"[""TSYJ3Y57""]",version:5de23f21-8855-5824-8455-f40d06ef3677,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:62cbd3ab-96ea-50e4-b877-2f65571a8f83,'Meaningless work': How the datafication of health reconfigures knowledge about work and erodes professional judgement,"[""LR8Z3YHP""]",version:d523f07b-3eed-5bf9-9073-62ffb923d65b,[],[],[],[],{},,False,[],unassessed,not_recorded,[],[],[],[],[],,False,{},{},[],blocked_missing_paper_source,"[""reviewed_fulltext_markdown_missing""]","[{""record_id"": ""LR8Z3YHP"", ""agent_id"": ""/root/grounded_chat"", ""model"": ""GPT-6"", ""model_id_status"": ""family disclosed by runtime; exact deployment identifier not exposed"", ""reviewed_at"": ""2026-09-05T15:40:49.955416+00:00"", ""canonical_binding_before"": {""work_id"": ""work:62cbd3ab-96ea-50e4-b877-2f65571a8f83"", ""version_id"": ""version:d523f07b-3eed-5bf9-9073-62ffb923d65b""}, ""raw_metadata_reference"": ""corpus/zotero_export.json#/31"", ""raw_record_sha256"": ""sha256:a54fc5bea1aeab7b40ae48abdaac215734dae38419d5809ae68917e73fe4c923"", ""previous_status"": ""blocked_canonical_identity_conflict"", ""scholarly_screening_status"": ""not_performed_in_this_task"", ""metadata_status"": ""corrected_in_guarded_local_projection"", ""correction_reference"": ""corpus/metadata_corrections.json#/corrections/4"", ""before_after"": [{""field"": ""DOI"", ""before"": ""10.1177/0950017020950021"", ""after"": ""10.1080/03085147.2020.1733842"", ""reason"": ""The distinctive full title matches the publisher-deposited Crossref record and University of Copenhagen publication record. The correct DOI is 10.1080/03085147.2020.1733842 and author order is Klaus Hoeyer then Sarah Wadmann; the existing 2020 year is correct. The former DOI must not remain an identity alias.""}, {""field"": ""creators"", ""before"": [{""creatorType"": ""author"", ""firstName"": ""S."", ""lastName"": ""Wadmann""}, {""creatorType"": ""author"", ""firstName"": ""K."", ""lastName"": ""Hoeyer""}], ""after"": [{""creatorType"": ""author"", ""firstName"": ""Klaus"", ""lastName"": ""Hoeyer""}, {""creatorType"": ""author"", ""firstName"": ""Sarah"", ""lastName"": ""Wadmann""}], ""reason"": ""The distinctive full title matches the publisher-deposited Crossref record and University of Copenhagen publication record. The correct DOI is 10.1080/03085147.2020.1733842 and author order is Klaus Hoeyer then Sarah Wadmann; the existing 2020 year is correct. The former DOI must not remain an identity alias.""}, {""field"": ""publicationTitle"", ""before"": null, ""after"": ""Economy and Society"", ""reason"": ""The distinctive full title matches the publisher-deposited Crossref record and University of Copenhagen publication record. The correct DOI is 10.1080/03085147.2020.1733842 and author order is Klaus Hoeyer then Sarah Wadmann; the existing 2020 year is correct. The former DOI must not remain an identity alias.""}, {""field"": ""url"", ""before"": """", ""after"": ""https://doi.org/10.1080/03085147.2020.1733842"", ""reason"": ""The distinctive full title matches the publisher-deposited Crossref record and University of Copenhagen publication record. The correct DOI is 10.1080/03085147.2020.1733842 and author order is Klaus Hoeyer then Sarah Wadmann; the existing 2020 year is correct. The former DOI must not remain an identity alias.""}], ""finding"": ""The distinctive full title matches the publisher-deposited Crossref record and University of Copenhagen publication record. The correct DOI is 10.1080/03085147.2020.1733842 and author order is Klaus Hoeyer then Sarah Wadmann; the existing 2020 year is correct. The former DOI must not remain an identity alias."", ""evidence"": [{""source_path"": ""corpus/source-acquisition/residual-resolution-2026-09-05/hoeyer-wadmann-crossref.json"", ""sha256"": ""sha256:c38394eca735a1eb9949071c6aa2d0896b9a14899c70289bd99b9f86c4bf415e"", ""source_url"": ""https://api.crossref.org/works/10.1080/03085147.2020.1733842"", ""locator"": ""message.title, author (ordered), DOI, container-title, published-online, published-print, license""}], ""integration_rule"": ""Preserve the corrected record identity when rebuilding, discard wrong former identifiers rather than making them aliases, and bind only the exact original version. Historical raw rows remain immutable."", ""source_status"": ""official_open_fulltext_identified_but_local_delivery_blocked"", ""source_ready"": false, ""primary_version"": {""title"": ""'Meaningless work': How the datafication of health reconfigures knowledge about work and erodes professional judgement"", ""doi"": ""10.1080/03085147.2020.1733842"", ""version_type"": ""version_of_record"", ""year"": 2020, ""published_online"": ""2020-07-28"", ""publisher_reported_print_date"": ""2020-07-02"", ""date_note"": ""Crossref has print date earlier than online date; retain 2020 bibliography year rather than silently choosing a day.""}, ""access_evidence"": {""landing_url"": ""https://researchprofiles.ku.dk/en/publications/meaningless-work-how-the-datafication-of-health-reconfigures-know/"", ""locator"": ""Access to Document: Fulltext, Final published version, 661 KB, CC BY"", ""fulltext_url"": ""https://researchprofiles.ku.dk/files/251374223/Meaningless_work_How_the_datafication_of_health_reconfigures_knowledge_about_work_and_erodes_professional_judgement_version_of_record_.pdf"", ""license"": ""CC BY 4.0; corroborated by publisher-deposited Crossref license field"", ""local_result"": ""No complete PDF retained. Verified-TLS OpenSSL request returned 403; Windows curl had an offline CRL error. The web tool initially exposed the PDF but subsequent fetches returned 403."", ""delivery_log"": ""corpus/source-acquisition/residual-resolution-2026-09-05/hoeyer-wadmann-vor-delivery.json""}, ""next_step"": ""Retrieve the documented legal CC-BY publisher version through an ordinary working browser or authorised institutional delivery, then make a source-bound full-text screening. Do not use the old synthetic abstract as original-source evidence.""}]","[""resolve_source_blockers_then_governed_screening"", ""Retrieve the documented legal CC-BY publisher version through an ordinary working browser or authorised institutional delivery, then make a source-bound full-text screening. Do not use the old synthetic abstract as original-source evidence.""]"
work:637158a4-03a1-5851-8508-33d091f84b51,"AI literacy and competency: definitions, frameworks, development and future research directions","[""KPSF8EZE""]",version:2a79670f-30f9-5f1a-b727-77c97006fd69,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:63e8d294-79bf-5cee-9f78-55d7d32c1ff7,Transparency enhances positive perceptions of social artificial intelligence,"[""NFW58AU8"", ""NUYCHW2T""]",version:abf9334d-e5b6-5f2f-a8e0-c2d51809ba41,"[""Exclude""]","[""Exclude""]","[""NFW58AU8""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:654650b8-f3e3-5804-8f94-10399d94b2a4,Measuring user competence in using artificial intelligence: validity and reliability of artificial intelligence literacy scale,"[""23Y3627L""]",version:5040352e-585d-5249-9eed-cc2a65ef8180,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:66a2db59-a313-5f57-848f-8e987c9cd2da,Measuring and identifying factors of individuals' trust in large language models,"[""5ERYSQCK"", ""F7WNRWIC""]",version:5a86e619-97ec-5d78-9406-796aa1e5dc65,"[""Exclude"", ""Include""]","[""Include""]","[""5ERYSQCK""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:691469f6-881f-5e13-8df5-69dc64025556,Algorithmic management in a work context,"[""4ZL5Q48E""]",version:7b302d9d-e176-554e-a8aa-5e02f7334833,[],[],[],[],{},,False,"[""Include""]",ai_review,not_recorded,"[""ai-agent-reviewed""]","[""accepted""]",[],[],[],Include,True,{},{},[],,[],[],"[""retain_ai_review_tier_and_record_any_further_review_at_artifact_level""]"
work:69c47ce6-4bda-5846-9aa8-e4226fad9587,Keynote Summary: The New Jim Code: Reimagining the Default Settings of Technology & Society,"[""QUU8QDPQ""]",version:730a3006-8436-523b-8b58-b3e70b7f7ac0,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:6ba2b0bf-e408-5136-851a-bda85bc5439d,Homoglyph unlearning: A novel approach to bias mitigation,"[""JRG3B3LE""]",version:77973a34-baba-5574-8502-e62a0c3393ca,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:6bc47b7c-507d-586a-8f51-4a556c77cbc9,Rationalisierung durch Digitalisierung?,"[""GZ9B3GPD""]",version:c85a675d-35fe-5c58-817e-b0eb2ebc936c,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:6cb20b02-4d3c-58e4-8e53-05b3885b28ce,Scaling implicit bias analysis across transformer-based language models through embedding association test and prompt engineering,"[""UB9NK8KI""]",version:f3ee255d-b908-5727-bc49-d56443cbd6e0,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
