candidate_id,title,doi,selected_version_date,source_lanes,zotero_status,canonical_bindings,canonical_binding_evidence,canonical_binding_candidates,observed_live_zotero_record_ids,live_zotero_membership_observed,source_readiness,recorded_source_ready,source_hash_matches,screening_markdown_file,screening_status,conflicts_or_constraints,pending_zotero_corrections,next_actions
codex-websearch-2026:doi:10.1080/10437797.2025.2594423,ChatGPT in Social Work? Insights from MSW Students,10.1080/10437797.2025.2594423,2026-01-16,"[""A""]",import_ready,"[{""record_id"": ""SV7RABKM"", ""work_id"": ""work:d3e51cd3-1781-55c6-abc7-80ced266a26e"", ""version_id"": ""version:0697bf35-4dab-5567-b75d-af72656580eb""}]","[{""work_id"": ""work:d3e51cd3-1781-55c6-abc7-80ced266a26e"", ""version_id"": ""version:0697bf35-4dab-5567-b75d-af72656580eb"", ""evidence_tokens"": [""doi:10.1080/10437797.2025.2594423"", ""url:https://doi.org/10.1080/10437797.2025.2594423""], ""record_ids"": [""SV7RABKM""]}]","[{""work_id"": ""work:d3e51cd3-1781-55c6-abc7-80ced266a26e"", ""version_id"": ""version:0697bf35-4dab-5567-b75d-af72656580eb"", ""evidence_tokens"": [""doi:10.1080/10437797.2025.2594423"", ""url:https://doi.org/10.1080/10437797.2025.2594423""], ""record_ids"": [""SV7RABKM""]}]","[""SV7RABKM""]",True,fulltext_access_not_available,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1080/13691457.2025.2607705,Artificial intelligence: a neoliberal tool to better manage social inequalities?,10.1080/13691457.2025.2607705,2026-02-03,"[""B""]",import_ready,"[{""record_id"": ""DGPSXRCB"", ""work_id"": ""work:a2194871-3b0b-5750-9b17-ddee423cb40a"", ""version_id"": ""version:0ae78713-7b93-5a5b-9946-4550af5f3653""}]","[{""work_id"": ""work:a2194871-3b0b-5750-9b17-ddee423cb40a"", ""version_id"": ""version:0ae78713-7b93-5a5b-9946-4550af5f3653"", ""evidence_tokens"": [""doi:10.1080/13691457.2025.2607705""], ""record_ids"": [""DGPSXRCB""]}]","[{""work_id"": ""work:a2194871-3b0b-5750-9b17-ddee423cb40a"", ""version_id"": ""version:0ae78713-7b93-5a5b-9946-4550af5f3653"", ""evidence_tokens"": [""doi:10.1080/13691457.2025.2607705""], ""record_ids"": [""DGPSXRCB""]}]","[""DGPSXRCB""]",True,automatic_acquisition_failed,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1080/17496535.2026.2619945,The (Un)Fair Algorithm: Socio-Technical Ethics Work for Artificial Intelligence in Social Work,10.1080/17496535.2026.2619945,2026-02-18,"[""A"", ""B""]",import_ready,"[{""record_id"": ""AZJW38MF"", ""work_id"": ""work:2c625fa2-a2f8-5d59-b6a0-f148d542c902"", ""version_id"": ""version:6ff337db-5679-509b-b8db-13f9d4be1baf""}]","[{""work_id"": ""work:2c625fa2-a2f8-5d59-b6a0-f148d542c902"", ""version_id"": ""version:6ff337db-5679-509b-b8db-13f9d4be1baf"", ""evidence_tokens"": [""doi:10.1080/17496535.2026.2619945""], ""record_ids"": [""AZJW38MF""]}]","[{""work_id"": ""work:2c625fa2-a2f8-5d59-b6a0-f148d542c902"", ""version_id"": ""version:6ff337db-5679-509b-b8db-13f9d4be1baf"", ""evidence_tokens"": [""doi:10.1080/17496535.2026.2619945""], ""record_ids"": [""AZJW38MF""]}]","[""AZJW38MF""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/e9be7a01361ab7bae7bb.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1080/26408066.2026.2616711,Small Models Achieve Large Language Model Performance: Evaluating Reasoning-Enabled AI for Secure Child Welfare Research,10.1080/26408066.2026.2616711,2026-01-18,"[""A""]",import_ready,"[{""record_id"": ""65NGEK5Q"", ""work_id"": ""work:aada8ec1-ce81-50d6-90c3-c9b2787d6a5b"", ""version_id"": ""version:2986caa0-11f1-53f1-b8dc-d126271b4748""}]","[{""work_id"": ""work:aada8ec1-ce81-50d6-90c3-c9b2787d6a5b"", ""version_id"": ""version:2986caa0-11f1-53f1-b8dc-d126271b4748"", ""evidence_tokens"": [""doi:10.1080/26408066.2026.2616711"", ""url:https://doi.org/10.1080/26408066.2026.2616711""], ""record_ids"": [""65NGEK5Q""]}]","[{""work_id"": ""work:aada8ec1-ce81-50d6-90c3-c9b2787d6a5b"", ""version_id"": ""version:2986caa0-11f1-53f1-b8dc-d126271b4748"", ""evidence_tokens"": [""doi:10.1080/26408066.2026.2616711"", ""url:https://doi.org/10.1080/26408066.2026.2616711""], ""record_ids"": [""65NGEK5Q""]}]","[""65NGEK5Q""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/5fa4fb41e396f11b2c6e.md,identified_not_screened,"[""pending_zotero_metadata_corrections""]","[{""field"": ""versions"", ""old_value"": ""Preprint arXiv:2512.04261 und Version of Record DOI 10.1080/26408066.2026.2616711"", ""new_value"": ""Zusätzlich belegte Repositoriumskopie der publizierten Fassung mit Repositoriums-DOI 10.21256/zhaw-35186"", ""evidence_url"": ""https://digitalcollection.zhaw.ch/items/7394c2e8-b4df-4c3f-85e2-bfe8068adaaf"", ""basis"": ""Der institutionelle Datensatz führt den Artikel-DOI und den separaten Repositoriums-DOI zusammen und bietet die Datei an.""}]","[""apply_evidenced_metadata_corrections_in_Zotero"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1086/740347,Accuracy and Readability of Large Language Models’ Responses to Frequently Asked Questions on Social Assistance,10.1086/740347,2026-06-01,"[""A""]",import_ready,"[{""record_id"": ""XD28QSM7"", ""work_id"": ""work:5afec464-2212-543d-9b3f-abb12a282783"", ""version_id"": ""version:650905c5-093e-5a04-b006-a308cf303d3f""}]","[{""work_id"": ""work:5afec464-2212-543d-9b3f-abb12a282783"", ""version_id"": ""version:650905c5-093e-5a04-b006-a308cf303d3f"", ""evidence_tokens"": [""doi:10.1086/740347"", ""url:https://doi.org/10.1086/740347""], ""record_ids"": [""XD28QSM7""]}]","[{""work_id"": ""work:5afec464-2212-543d-9b3f-abb12a282783"", ""version_id"": ""version:650905c5-093e-5a04-b006-a308cf303d3f"", ""evidence_tokens"": [""doi:10.1086/740347"", ""url:https://doi.org/10.1086/740347""], ""record_ids"": [""XD28QSM7""]}]","[""XD28QSM7""]",True,automatic_acquisition_failed,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1086/740605,Using ChatGPT for Qualitative Social Media Analysis: Insights for Cross-Cultural Social Work,10.1086/740605,2026-06-01,"[""A""]",import_ready,"[{""record_id"": ""T2URTGBE"", ""work_id"": ""work:da7ca8ae-1095-5199-a51a-b9cce3e8c07c"", ""version_id"": ""version:a82bfb0b-58d7-560a-b4d6-ea27ea34bb70""}]","[{""work_id"": ""work:da7ca8ae-1095-5199-a51a-b9cce3e8c07c"", ""version_id"": ""version:a82bfb0b-58d7-560a-b4d6-ea27ea34bb70"", ""evidence_tokens"": [""doi:10.1086/740605"", ""url:https://doi.org/10.1086/740605""], ""record_ids"": [""T2URTGBE""]}]","[{""work_id"": ""work:da7ca8ae-1095-5199-a51a-b9cce3e8c07c"", ""version_id"": ""version:a82bfb0b-58d7-560a-b4d6-ea27ea34bb70"", ""evidence_tokens"": [""doi:10.1086/740605"", ""url:https://doi.org/10.1086/740605""], ""record_ids"": [""T2URTGBE""]}]","[""T2URTGBE""]",True,automatic_acquisition_failed,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1086/743397,"Same Prompt, Different Care? Evaluating Inequities in AI-Generated Mental Health Support for Immigrant Communities",10.1086/743397,2026-07-28,"[""A"", ""B"", ""C""]",import_ready,"[{""record_id"": ""ZETPJ8EC"", ""work_id"": ""work:42607135-da86-5d16-a8da-32f4625eddcb"", ""version_id"": ""version:e7c3c933-7fbc-51fb-ac76-34924cf4ab58""}]","[{""work_id"": ""work:42607135-da86-5d16-a8da-32f4625eddcb"", ""version_id"": ""version:e7c3c933-7fbc-51fb-ac76-34924cf4ab58"", ""evidence_tokens"": [""doi:10.1086/743397"", ""url:https://doi.org/10.1086/743397""], ""record_ids"": [""ZETPJ8EC""]}]","[{""work_id"": ""work:42607135-da86-5d16-a8da-32f4625eddcb"", ""version_id"": ""version:e7c3c933-7fbc-51fb-ac76-34924cf4ab58"", ""evidence_tokens"": [""doi:10.1086/743397"", ""url:https://doi.org/10.1086/743397""], ""record_ids"": [""ZETPJ8EC""]}]","[""ZETPJ8EC""]",True,fulltext_access_not_available,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1098/rsta.2025.0125,Mitigating medical bias in large language models by prompt engineering: an empirical study of effectiveness and trade-offs,10.1098/rsta.2025.0125,2026-07-16,"[""B"", ""C""]",import_ready,"[{""record_id"": ""A7U389P5"", ""work_id"": ""work:e2d886f7-c01f-50cc-9ce2-e65f7be00157"", ""version_id"": ""version:6d97fb15-5ef8-5e1e-8ad1-2303d8edfc28""}]","[{""work_id"": ""work:e2d886f7-c01f-50cc-9ce2-e65f7be00157"", ""version_id"": ""version:6d97fb15-5ef8-5e1e-8ad1-2303d8edfc28"", ""evidence_tokens"": [""doi:10.1098/rsta.2025.0125""], ""record_ids"": [""A7U389P5""]}]","[{""work_id"": ""work:e2d886f7-c01f-50cc-9ce2-e65f7be00157"", ""version_id"": ""version:6d97fb15-5ef8-5e1e-8ad1-2303d8edfc28"", ""evidence_tokens"": [""doi:10.1098/rsta.2025.0125""], ""record_ids"": [""A7U389P5""]}]","[""A7U389P5""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/136b6db72d8a7b8d390c.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1111/1748-8583.70044,Mitigating Disability Bias in Hiring: The Role of Inclusion-Focused Generative AI in Complex HR Decisions,10.1111/1748-8583.70044,2026-03-11,"[""B""]",import_ready,"[{""record_id"": ""NQ5ZNGIK"", ""work_id"": ""work:e2a638bd-caa4-5f73-a532-6f9e7767693e"", ""version_id"": ""version:4abdfd4b-d5f2-519b-a4d9-90ded1546b60""}]","[{""work_id"": ""work:e2a638bd-caa4-5f73-a532-6f9e7767693e"", ""version_id"": ""version:4abdfd4b-d5f2-519b-a4d9-90ded1546b60"", ""evidence_tokens"": [""doi:10.1111/1748-8583.70044""], ""record_ids"": [""NQ5ZNGIK""]}]","[{""work_id"": ""work:e2a638bd-caa4-5f73-a532-6f9e7767693e"", ""version_id"": ""version:4abdfd4b-d5f2-519b-a4d9-90ded1546b60"", ""evidence_tokens"": [""doi:10.1111/1748-8583.70044""], ""record_ids"": [""NQ5ZNGIK""]}]","[""NQ5ZNGIK""]",True,automatic_acquisition_failed,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1177/10497315261469433,The Adoption of Generative AI by Social Workers in Practice: A Scoping Review,10.1177/10497315261469433,2026-07-29,"[""A""]",import_ready,"[{""record_id"": ""8MM5BZN8"", ""work_id"": ""work:f4196a02-dca2-57b3-9858-23487b191908"", ""version_id"": ""version:ef97d953-1b4f-5269-b8ae-53e8074cdbb7""}]","[{""work_id"": ""work:f4196a02-dca2-57b3-9858-23487b191908"", ""version_id"": ""version:ef97d953-1b4f-5269-b8ae-53e8074cdbb7"", ""evidence_tokens"": [""doi:10.1177/10497315261469433"", ""url:https://doi.org/10.1177/10497315261469433""], ""record_ids"": [""8MM5BZN8""]}]","[{""work_id"": ""work:f4196a02-dca2-57b3-9858-23487b191908"", ""version_id"": ""version:ef97d953-1b4f-5269-b8ae-53e8074cdbb7"", ""evidence_tokens"": [""doi:10.1177/10497315261469433"", ""url:https://doi.org/10.1177/10497315261469433""], ""record_ids"": [""8MM5BZN8""]}]","[""8MM5BZN8""]",True,fulltext_access_not_available,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1177/10522263261449121,Bias Bytes: A Study Examining Disability Bias in ChatGPT Job Recommendation,10.1177/10522263261449121,2026-05-11,"[""B""]",import_ready,"[{""record_id"": ""5TDNQD4B"", ""work_id"": ""work:6cefc242-e12f-5be0-830d-33952ecad5e7"", ""version_id"": ""version:c79c4136-5304-5115-9a43-85569cd84085""}]","[{""work_id"": ""work:6cefc242-e12f-5be0-830d-33952ecad5e7"", ""version_id"": ""version:c79c4136-5304-5115-9a43-85569cd84085"", ""evidence_tokens"": [""doi:10.1177/10522263261449121""], ""record_ids"": [""5TDNQD4B""]}]","[{""work_id"": ""work:6cefc242-e12f-5be0-830d-33952ecad5e7"", ""version_id"": ""version:c79c4136-5304-5115-9a43-85569cd84085"", ""evidence_tokens"": [""doi:10.1177/10522263261449121""], ""record_ids"": [""5TDNQD4B""]}]","[""5TDNQD4B""]",True,fulltext_access_not_available,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1177/10755470261428542,Generative AI So White: Racial Biases in AI Imagery Across the United States and China,10.1177/10755470261428542,2026-04-27,"[""B""]",import_ready,"[{""record_id"": ""RZ8ADW94"", ""work_id"": ""work:bd56a9b4-b852-5918-88bb-8f6ad888fa6c"", ""version_id"": ""version:a09ed976-2c89-5576-b75e-c8bc5fe32913""}]","[{""work_id"": ""work:bd56a9b4-b852-5918-88bb-8f6ad888fa6c"", ""version_id"": ""version:a09ed976-2c89-5576-b75e-c8bc5fe32913"", ""evidence_tokens"": [""doi:10.1177/10755470261428542""], ""record_ids"": [""RZ8ADW94""]}]","[{""work_id"": ""work:bd56a9b4-b852-5918-88bb-8f6ad888fa6c"", ""version_id"": ""version:a09ed976-2c89-5576-b75e-c8bc5fe32913"", ""evidence_tokens"": [""doi:10.1177/10755470261428542""], ""record_ids"": [""RZ8ADW94""]}]","[""RZ8ADW94""]",True,automatic_acquisition_failed,False,False,,identified_not_screened,"[""pending_zotero_metadata_corrections""]","[{""field"": ""versions"", ""old_value"": ""Eine Version of Record vom 2026-04-08"", ""new_value"": ""Sage Version1 vom 2026-04-08 und aktuelle Version2 vom 2026-04-27"", ""evidence_url"": ""https://journals.sagepub.com/doi/10.1177/10755470261428542"", ""basis"": ""Die Verlagsseite listet beide Online-first-Dateien und bezeichnet Version2 als aktuellste Version.""}]","[""acquire_or_complete_source_preparation"", ""apply_evidenced_metadata_corrections_in_Zotero"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.1186/s12910-026-01496-2,"Algorithmic bias in clinical resource allocation by a large language model: a cross-sectional in-silico evaluation of 13,608 decisions",10.1186/s12910-026-01496-2,2026-07-20,"[""B""]",import_ready,"[{""record_id"": ""ZFRE26IV"", ""work_id"": ""work:fa73d2ef-033a-5e5b-8bc5-f774136b020c"", ""version_id"": ""version:5edb0cf7-6a2a-57d3-b219-a7e79204f3e4""}]","[{""work_id"": ""work:fa73d2ef-033a-5e5b-8bc5-f774136b020c"", ""version_id"": ""version:5edb0cf7-6a2a-57d3-b219-a7e79204f3e4"", ""evidence_tokens"": [""doi:10.1186/s12910-026-01496-2""], ""record_ids"": [""ZFRE26IV""]}]","[{""work_id"": ""work:fa73d2ef-033a-5e5b-8bc5-f774136b020c"", ""version_id"": ""version:5edb0cf7-6a2a-57d3-b219-a7e79204f3e4"", ""evidence_tokens"": [""doi:10.1186/s12910-026-01496-2""], ""record_ids"": [""ZFRE26IV""]}]","[""ZFRE26IV""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/45a89ba69a2b7d1a99cd.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.16719/j.cnki.1671-6981.20260201,"Semantic Stability, Response Strategies, and Bias Analysis of Generative Artificial Intelligence in Psychological Health Education",10.16719/j.cnki.1671-6981.20260201,2026-03-20,"[""B""]",import_ready,"[{""record_id"": ""AJBX2WAW"", ""work_id"": ""work:a68f9db2-cf06-54f2-b8a9-7beb11e0bc9e"", ""version_id"": ""version:312e7ac8-3ec8-5cd4-8e6a-27e7422423f8""}]","[{""work_id"": ""work:a68f9db2-cf06-54f2-b8a9-7beb11e0bc9e"", ""version_id"": ""version:312e7ac8-3ec8-5cd4-8e6a-27e7422423f8"", ""evidence_tokens"": [""doi:10.16719/j.cnki.1671-6981.20260201""], ""record_ids"": [""AJBX2WAW""]}]","[{""work_id"": ""work:a68f9db2-cf06-54f2-b8a9-7beb11e0bc9e"", ""version_id"": ""version:312e7ac8-3ec8-5cd4-8e6a-27e7422423f8"", ""evidence_tokens"": [""doi:10.16719/j.cnki.1671-6981.20260201""], ""record_ids"": [""AJBX2WAW""]}]","[""AJBX2WAW""]",True,agent_qc_approved_after_repair,True,True,generated/source-acquisition/codex-websearch-2026/markdown-repaired/7cbaa5fc7bd51c3642ad.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.18653/v1/2026.acl-long.1094,InsideOut: Measuring and Mitigating Insider–Outsider Bias in Interview Script Generation,10.18653/v1/2026.acl-long.1094,2026-07-02,"[""C""]",import_ready,"[{""record_id"": ""QI7MDZU4"", ""work_id"": ""work:2707a834-08fe-5819-a92c-4afb47ca08c5"", ""version_id"": ""version:6a3c613d-1545-5827-95d0-8ee4a95e5256""}]","[{""work_id"": ""work:2707a834-08fe-5819-a92c-4afb47ca08c5"", ""version_id"": ""version:6a3c613d-1545-5827-95d0-8ee4a95e5256"", ""evidence_tokens"": [""doi:10.18653/v1/2026.acl-long.1094"", ""url:https://aclanthology.org/2026.acl-long.1094""], ""record_ids"": [""QI7MDZU4""]}]","[{""work_id"": ""work:2707a834-08fe-5819-a92c-4afb47ca08c5"", ""version_id"": ""version:6a3c613d-1545-5827-95d0-8ee4a95e5256"", ""evidence_tokens"": [""doi:10.18653/v1/2026.acl-long.1094"", ""url:https://aclanthology.org/2026.acl-long.1094""], ""record_ids"": [""QI7MDZU4""]}]","[""QI7MDZU4""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/c42b463f9ba115503a58.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.18653/v1/2026.findings-acl.1389,Multi-Persona Thinking for Bias Mitigation in Large Language Models,10.18653/v1/2026.findings-acl.1389,2026-07-02,"[""C""]",import_ready,"[{""record_id"": ""WK8IJUXQ"", ""work_id"": ""work:d3e1b501-39ff-5531-a410-391d0ae61c77"", ""version_id"": ""version:a2473563-f6d9-540f-b84f-8e146f0938dd""}]","[{""work_id"": ""work:d3e1b501-39ff-5531-a410-391d0ae61c77"", ""version_id"": ""version:a2473563-f6d9-540f-b84f-8e146f0938dd"", ""evidence_tokens"": [""doi:10.18653/v1/2026.findings-acl.1389"", ""url:https://aclanthology.org/2026.findings-acl.1389""], ""record_ids"": [""WK8IJUXQ""]}]","[{""work_id"": ""work:d3e1b501-39ff-5531-a410-391d0ae61c77"", ""version_id"": ""version:a2473563-f6d9-540f-b84f-8e146f0938dd"", ""evidence_tokens"": [""doi:10.18653/v1/2026.findings-acl.1389"", ""url:https://aclanthology.org/2026.findings-acl.1389""], ""record_ids"": [""WK8IJUXQ""]}]","[""WK8IJUXQ""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/d3bd00602e07cf40396c.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.18653/v1/2026.findings-acl.418,Mitigating Cultural Bias in LLMs via Multi-Agent Cultural Debate,10.18653/v1/2026.findings-acl.418,2026-07-02,"[""C""]",import_ready,"[{""record_id"": ""XPWCK65R"", ""work_id"": ""work:6c8a1072-fcca-5fbd-8611-08774ef0ad7f"", ""version_id"": ""version:69fc5b26-5038-5dd2-9bef-f0403caae732""}]","[{""work_id"": ""work:6c8a1072-fcca-5fbd-8611-08774ef0ad7f"", ""version_id"": ""version:69fc5b26-5038-5dd2-9bef-f0403caae732"", ""evidence_tokens"": [""doi:10.18653/v1/2026.findings-acl.418"", ""url:https://aclanthology.org/2026.findings-acl.418""], ""record_ids"": [""XPWCK65R""]}]","[{""work_id"": ""work:6c8a1072-fcca-5fbd-8611-08774ef0ad7f"", ""version_id"": ""version:69fc5b26-5038-5dd2-9bef-f0403caae732"", ""evidence_tokens"": [""doi:10.18653/v1/2026.findings-acl.418"", ""url:https://aclanthology.org/2026.findings-acl.418""], ""record_ids"": [""XPWCK65R""]}]","[""XPWCK65R""]",True,agent_qc_approved_after_repair,True,True,generated/source-acquisition/codex-websearch-2026/markdown-repaired/a1c7e9db9a3dc6caff54.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.18653/v1/2026.findings-acl.585,Persona-Assigned Large Language Models Exhibit Human-Like Motivated Reasoning,10.18653/v1/2026.findings-acl.585,2026-07-02,"[""C""]",import_ready,"[{""record_id"": ""STQU6H42"", ""work_id"": ""work:0fb6cbb2-9d40-5815-9680-3e9f14f27e16"", ""version_id"": ""version:0606f0c5-0aa6-5cae-b273-2b8619630c6f""}]","[{""work_id"": ""work:0fb6cbb2-9d40-5815-9680-3e9f14f27e16"", ""version_id"": ""version:0606f0c5-0aa6-5cae-b273-2b8619630c6f"", ""evidence_tokens"": [""doi:10.18653/v1/2026.findings-acl.585"", ""url:https://aclanthology.org/2026.findings-acl.585""], ""record_ids"": [""STQU6H42""]}]","[{""work_id"": ""work:0fb6cbb2-9d40-5815-9680-3e9f14f27e16"", ""version_id"": ""version:0606f0c5-0aa6-5cae-b273-2b8619630c6f"", ""evidence_tokens"": [""doi:10.18653/v1/2026.findings-acl.585"", ""url:https://aclanthology.org/2026.findings-acl.585""], ""record_ids"": [""STQU6H42""]}]","[""STQU6H42""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/4dbe6aa9dfa229e88746.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.21240/dimesoz/2026/1/57,Generative KI in der Beratung: Empirische Befunde mit Blick auf Nutzungsbedingungen von Chatbots,10.21240/dimesoz/2026/1/57,2026-01-31,"[""A""]",import_ready,"[{""record_id"": ""I355NWWT"", ""work_id"": ""work:b385e0cf-739b-5592-b5f0-c9d7fd2ead0a"", ""version_id"": ""version:5989a776-e0b2-54c3-bd41-ecffe3d9b85b""}]","[{""work_id"": ""work:b385e0cf-739b-5592-b5f0-c9d7fd2ead0a"", ""version_id"": ""version:5989a776-e0b2-54c3-bd41-ecffe3d9b85b"", ""evidence_tokens"": [""doi:10.21240/dimesoz/2026/1/57"", ""url:https://www.dime-sozial.de/index.php/dimesoz/article/view/57""], ""record_ids"": [""I355NWWT""]}]","[{""work_id"": ""work:b385e0cf-739b-5592-b5f0-c9d7fd2ead0a"", ""version_id"": ""version:5989a776-e0b2-54c3-bd41-ecffe3d9b85b"", ""evidence_tokens"": [""doi:10.21240/dimesoz/2026/1/57"", ""url:https://www.dime-sozial.de/index.php/dimesoz/article/view/57""], ""record_ids"": [""I355NWWT""]}]","[""I355NWWT""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/2b57266b9d8b015d2ac2.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.21556/edutec.2026.96.4777,Pensar críticamente la inteligencia artificial en la escuela: un estudio de caso desde una perspectiva de género,10.21556/edutec.2026.96.4777,2026-06-30,"[""B""]",import_ready,"[{""record_id"": ""NN49FMDP"", ""work_id"": ""work:ad093524-5d10-5430-838d-3360c0d710cc"", ""version_id"": ""version:72ebb1a5-b986-5df5-86d2-429ddcdb6268""}]","[{""work_id"": ""work:ad093524-5d10-5430-838d-3360c0d710cc"", ""version_id"": ""version:72ebb1a5-b986-5df5-86d2-429ddcdb6268"", ""evidence_tokens"": [""doi:10.21556/edutec.2026.96.4777""], ""record_ids"": [""NN49FMDP""]}]","[{""work_id"": ""work:ad093524-5d10-5430-838d-3360c0d710cc"", ""version_id"": ""version:72ebb1a5-b986-5df5-86d2-429ddcdb6268"", ""evidence_tokens"": [""doi:10.21556/edutec.2026.96.4777""], ""record_ids"": [""NN49FMDP""]}]","[""NN49FMDP""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/152b1aa29e0dddabe838.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.2196/85770,Patient Cognitive Bias in Large Language Model-Supported Health Consultations: Simulation-Based Comparative Study,10.2196/85770,2026-06-11,"[""C""]",import_ready,"[{""record_id"": ""FR8Z2998"", ""work_id"": ""work:0acf6fa2-7f5e-53c4-a1d1-30ab1ae8d310"", ""version_id"": ""version:8bffb8fc-6a26-5e82-a77f-1a0f5c8b7794""}]","[{""work_id"": ""work:0acf6fa2-7f5e-53c4-a1d1-30ab1ae8d310"", ""version_id"": ""version:8bffb8fc-6a26-5e82-a77f-1a0f5c8b7794"", ""evidence_tokens"": [""doi:10.2196/85770"", ""url:https://www.jmir.org/2026/1/e85770""], ""record_ids"": [""FR8Z2998""]}]","[{""work_id"": ""work:0acf6fa2-7f5e-53c4-a1d1-30ab1ae8d310"", ""version_id"": ""version:8bffb8fc-6a26-5e82-a77f-1a0f5c8b7794"", ""evidence_tokens"": [""doi:10.2196/85770"", ""url:https://www.jmir.org/2026/1/e85770""], ""record_ids"": [""FR8Z2998""]}]","[""FR8Z2998""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/aff73b4c6b2eab31b8f7.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.2196/86633,Ethics and Fairness Considerations in AI-Based Deception Detection Technologies for Mental Health Applications: Focus Group Study,10.2196/86633,2026-05-25,"[""B""]",import_ready,"[{""record_id"": ""9EP4IC4T"", ""work_id"": ""work:7f8d6ea5-b9ea-55b6-8b7c-312cabf4a2a9"", ""version_id"": ""version:689d32b7-8d4c-5ef8-b6a1-bd98323715fd""}]","[{""work_id"": ""work:7f8d6ea5-b9ea-55b6-8b7c-312cabf4a2a9"", ""version_id"": ""version:689d32b7-8d4c-5ef8-b6a1-bd98323715fd"", ""evidence_tokens"": [""doi:10.2196/86633""], ""record_ids"": [""9EP4IC4T""]}]","[{""work_id"": ""work:7f8d6ea5-b9ea-55b6-8b7c-312cabf4a2a9"", ""version_id"": ""version:689d32b7-8d4c-5ef8-b6a1-bd98323715fd"", ""evidence_tokens"": [""doi:10.2196/86633""], ""record_ids"": [""9EP4IC4T""]}]","[""9EP4IC4T""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/2e6aa61930deea324751.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
